URL;Preisseite;Latitude;Longitude;Stellplatz am Wasser;weiter Unterküfte;kleiner Platz (<80 m2);mittlerer Platz  (~100 m2);grosser Platz (>110 m2);Hauptsaison;Nebensaison;Preis
https://camping.ch/de/campingplatz/wallis/leuk-susten/gemmi-agarn?l=true;https://campgemmi.ch/?page_id=103;46.29778111;7.659315;0;0;1;0;0;1;0;32.3
https://camping.ch/de/campingplatz/wallis/leuk-susten/gemmi-agarn?l=true;https://campgemmi.ch/?page_id=103;46.29778111;7.659315;0;0;0;1;0;1;0;34.3
https://camping.ch/de/campingplatz/wallis/susten/camping-monument?l=true;https://www.campingmonument.ch/preisliste.html;46.307595;7.610916944;0;0;1;0;0;0;1;30.7
https://camping.ch/de/campingplatz/wallis/susten/camping-monument?l=true;https://www.campingmonument.ch/preisliste.html;46.307595;7.610916944;0;0;1;0;0;1;0;32.7
https://camping.ch/de/campingplatz/wallis/susten-leuk/torrent?l=true;https://campingtorrent.ch/preise/;46.29936;7.65837;0;0;1;0;0;1;1;27.2
https://camping.ch/de/campingplatz/wallis/raron/simplonblick?l=true;https://www.simplonblick.ch/_files/ugd/1df3fc_13f2c35a13d747879b744977101c34b5.pdf;46.30267;7.795335;0;1;1;0;0;0;1;19
https://camping.ch/de/campingplatz/wallis/raron/simplonblick?l=true;https://www.simplonblick.ch/_files/ugd/1df3fc_13f2c35a13d747879b744977101c34b5.pdf;46.30267;7.795335;0;1;1;0;0;1;0;23
https://camping.ch/de/campingplatz/wallis/raron/camping-santa-monica?l=true;https://www.santa-monica.ch/wp-content/uploads/2024/03/Preise_Stellplaetze_2024.pdf;46.30267389;7.802083056;0;1;1;0;0;1;0;29
https://camping.ch/de/campingplatz/wallis/raron/camping-santa-monica?l=true;https://www.santa-monica.ch/wp-content/uploads/2024/03/Preise_Stellplaetze_2024.pdf;46.30267389;7.802083056;0;1;0;1;0;1;0;34
https://camping.ch/de/campingplatz/wallis/raron/camping-santa-monica?l=true;https://www.santa-monica.ch/wp-content/uploads/2024/03/Preise_Stellplaetze_2024.pdf;46.30267389;7.802083056;0;1;1;0;0;0;1;25
https://camping.ch/de/campingplatz/wallis/raron/camping-santa-monica?l=true;https://www.santa-monica.ch/wp-content/uploads/2024/03/Preise_Stellplaetze_2024.pdf;46.30267389;7.802083056;0;1;0;1;0;0;1;28
https://camping.ch/de/campingplatz/wallis/visp/camping-muehleye?l=true;https://camping-visp.ch/camping/preise/;46.29876;7.872571944;0;1;1;0;0;0;1;24.4
https://camping.ch/de/campingplatz/wallis/visp/camping-muehleye?l=true;https://camping-visp.ch/camping/preise/;46.29876;7.872571944;0;1;0;1;0;0;1;26.4
https://camping.ch/de/campingplatz/wallis/visp/camping-muehleye?l=true;https://camping-visp.ch/camping/preise/;46.29876;7.872571944;0;1;0;0;1;0;1;32.4
https://camping.ch/de/campingplatz/wallis/visp/camping-muehleye?l=true;https://camping-visp.ch/camping/preise/;46.29876;7.872571944;0;1;1;0;0;1;0;27.2
https://camping.ch/de/campingplatz/wallis/visp/camping-muehleye?l=true;https://camping-visp.ch/camping/preise/;46.29876;7.872571944;0;1;0;1;0;1;0;29.2
https://camping.ch/de/campingplatz/wallis/visp/camping-muehleye?l=true;https://camping-visp.ch/camping/preise/;46.29876;7.872571944;0;1;0;0;1;1;0;35.2
https://camping.ch/de/campingplatz/wallis/randa/attermenzen?l=true;https://www.campingranda.ch/deu/preise-und-reservierung/;46.08545111;7.781211111;1;1;1;0;0;1;1;32
https://camping.ch/de/campingplatz/wallis/randa/attermenzen?l=true;https://www.campingranda.ch/deu/preise-und-reservierung/;46.08545111;7.781211111;1;1;0;1;0;1;1;35
https://camping.ch/de/campingplatz/wallis/kippel/camping_loetschental?l=true;https://www.loetschental.ch/de/unterkuenfte/campings--zeltplaetze;46.39851111;7.774828333;0;0;0;1;0;0;1;32.3
https://camping.ch/de/campingplatz/wallis/kippel/camping_loetschental?l=true;https://www.loetschental.ch/de/unterkuenfte/campings--zeltplaetze;46.39851111;7.774828333;0;0;0;1;0;1;0;34.3
https://camping.ch/de/campingplatz/tessin/bellinzona/camping-bellinzona?l=true;https://www.campingbellinzona.ch/Preise-e91bc700;46.21222306;9.038611111;0;1;0;1;0;1;0;41.3
https://camping.ch/de/campingplatz/tessin/bellinzona/camping-bellinzona?l=true;https://www.campingbellinzona.ch/Preise-e91bc700;46.21222306;9.038611111;0;1;0;0;1;1;0;50.3
https://camping.ch/de/campingplatz/tessin/bellinzona/camping-bellinzona?l=true;https://www.campingbellinzona.ch/Preise-e91bc700;46.21222306;9.038611111;0;1;0;1;0;0;1;33.3
https://camping.ch/de/campingplatz/tessin/bellinzona/camping-bellinzona?l=true;https://www.campingbellinzona.ch/Preise-e91bc700;46.21222306;9.038611111;0;1;0;0;1;0;1;43.3
https://camping.ch/de/campingplatz/tessin/cugnasco/riarena?l=true;https://www.camping-riarena.ch/%C3%Bcbernachten;46.16974;8.91404;0;0;1;0;0;1;0;57.3
https://camping.ch/de/campingplatz/tessin/cugnasco/riarena?l=true;https://www.camping-riarena.ch/%C3%Bcbernachten;46.16974;8.91404;0;0;0;1;0;1;0;68.3
https://camping.ch/de/campingplatz/tessin/cugnasco/riarena?l=true;https://www.camping-riarena.ch/%C3%BCbernachten;46.16974;8.91404;0;0;1;0;0;0;1;39.3
https://camping.ch/de/campingplatz/tessin/cugnasco/riarena?l=true;https://www.camping-riarena.ch/%C3%BCbernachten;46.16974;8.91404;0;0;0;1;0;0;1;50.3
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;1;1;1;0;0;0;1;53
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;0;1;1;0;0;0;1;35
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;0;1;0;1;0;0;1;38
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;0;1;0;0;1;0;1;42
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;1;1;1;0;0;1;0;94
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;0;1;1;0;0;1;0;62
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;0;1;0;1;0;1;0;69
https://camping.ch/de/campingplatz/tessin/tenero/camping-tamaro?l=true;https://www.datocms-assets.com/94170/1709555399-listino-camping-2024-ted.pdf;46.17516;8.84436;0;1;0;0;1;1;0;115
https://camping.ch/de/campingplatz/tessin/tenero/miralago?l=true;https://thelisresa.webcamp.fr/?camping=miralago&PHPSESSID=8i5vfqh6tfra8gf0soe1eno479&lang=de;46.17318;8.84793;0;1;1;0;0;0;1;59.4
https://camping.ch/de/campingplatz/tessin/tenero/miralago?l=true;https://thelisresa.webcamp.fr/?camping=miralago&PHPSESSID=8i5vfqh6tfra8gf0soe1eno479&lang=de;46.17318;8.84793;0;1;1;0;0;1;0;84.4
https://camping.ch/de/campingplatz/tessin/tenero/miralago?l=true;https://thelisresa.webcamp.fr/?camping=miralago&PHPSESSID=8i5vfqh6tfra8gf0soe1eno479&lang=de;46.17318;8.84793;0;1;0;1;0;0;1;69.4
https://camping.ch/de/campingplatz/tessin/tenero/miralago?l=true;https://thelisresa.webcamp.fr/?camping=miralago&PHPSESSID=8i5vfqh6tfra8gf0soe1eno479&lang=de;46.17318;8.84793;0;1;0;1;0;1;0;98.4
https://camping.ch/de/campingplatz/tessin/tenero/miralago?l=true;https://thelisresa.webcamp.fr/?camping=miralago&PHPSESSID=8i5vfqh6tfra8gf0soe1eno479&lang=de;46.17318;8.84793;1;1;0;1;0;0;1;89.4
https://camping.ch/de/campingplatz/tessin/tenero/miralago?l=true;https://thelisresa.webcamp.fr/?camping=miralago&PHPSESSID=8i5vfqh6tfra8gf0soe1eno479&lang=de;46.17318;8.84793;1;1;0;1;0;1;0;118.4
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;0;1;1;0;0;1;0;56.3
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;0;1;0;1;0;1;0;54.8
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;0;1;0;0;1;1;0;80.3
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;1;1;0;1;0;1;0;101.8
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;0;1;1;0;0;0;1;37.3
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;0;1;0;1;0;0;1;40.3
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;0;1;0;0;1;0;1;46.8
https://camping.ch/de/campingplatz/tessin/tenero/camping-campofelice?l=true;https://5227660.fs1.hubspotusercontent-na1.net/hubfs/5227660/Campofelice_Preisliste%20Camping_2024.pdf?__hstc=236783838.2b15a177dabfe054d933f14b6872153c.1718445589419.1718445589419.1718445589419.1&__hssc=236783838.1.1718445589419&__hsfp=3598200494&hsCtaTracking=755bba68-6871-4560-be56-67fd596db6a6%7C8f542b3e-6020-422d-acac-bcffd24b61d9;46.16884;8.8558;1;1;0;1;0;0;1;54.3
https://camping.ch/de/campingplatz/tessin/locarno/delta?l=true;https://www.campingdelta.com/de/preis--reservation/preis--saison;46.15587;8.80258;1;1;1;0;0;1;0;67
https://camping.ch/de/campingplatz/tessin/locarno/delta?l=true;https://www.campingdelta.com/de/preis--reservation/preis--saison;46.15587;8.80258;0;1;1;0;0;1;0;57
https://camping.ch/de/campingplatz/tessin/locarno/delta?l=true;https://www.campingdelta.com/de/preis--reservation/preis--saison;46.15587;8.80258;1;1;1;0;0;0;1;44
https://camping.ch/de/campingplatz/tessin/locarno/delta?l=true;https://www.campingdelta.com/de/preis--reservation/preis--saison;46.15587;8.80258;0;1;1;0;0;0;1;34
https://camping.ch/de/campingplatz/tessin/losone/camping-melezza?l=true;https://www.camping-melezza.com/campingplatz-de;46.17702611;8.729281111;0;1;1;0;0;0;1;35.5
https://camping.ch/de/campingplatz/tessin/losone/camping-melezza?l=true;https://www.camping-melezza.com/campingplatz-de;46.17702611;8.729281111;0;1;1;0;0;1;0;47
https://camping.ch/de/campingplatz/tessin/avegno/piccolo-paradiso?l=true;https://www.camping-piccoloparadiso.com/de/preise-camping-tessin;46.20121694;8.742541111;0;1;1;0;0;0;1;39.8
https://camping.ch/de/campingplatz/tessin/avegno/piccolo-paradiso?l=true;https://www.camping-piccoloparadiso.com/de/preise-camping-tessin;46.20121694;8.742541111;0;1;1;0;0;1;0;54.8
https://camping.ch/de/campingplatz/tessin/monteggio/tresiana?l=true;https://www.camping-tresiana.ch/Portals/0/PDF/DE/Preise-Camping.pdf;45.99119889;8.816221944;0;1;1;0;0;0;1;26.1
https://camping.ch/de/campingplatz/tessin/monteggio/tresiana?l=true;https://www.camping-tresiana.ch/Portals/0/PDF/DE/Preise-Camping.pdf;45.99119889;8.816221944;0;1;1;0;0;1;0;37.6
https://camping.ch/de/campingplatz/tessin/monteggio/tresiana?l=true;https://www.camping-tresiana.ch/Portals/0/PDF/DE/Preise-Camping.pdf;45.99119889;8.816221944;0;1;0;1;0;0;1;34.1
https://camping.ch/de/campingplatz/tessin/monteggio/tresiana?l=true;https://www.camping-tresiana.ch/Portals/0/PDF/DE/Preise-Camping.pdf;45.99119889;8.816221944;0;1;0;1;0;1;0;43.6
https://camping.ch/de/campingplatz/tessin/monteggio/tresiana?l=true;https://www.camping-tresiana.ch/Portals/0/PDF/DE/Preise-Camping.pdf;45.99119889;8.816221944;1;1;0;1;0;0;1;39.1
https://camping.ch/de/campingplatz/tessin/monteggio/tresiana?l=true;https://www.camping-tresiana.ch/Portals/0/PDF/DE/Preise-Camping.pdf;45.99119889;8.816221944;1;1;0;1;0;1;0;47.6
https://camping.ch/de/campingplatz/tessin/melano/paradiso-lago?l=true;https://www.camping-paradiso.ch/de/preise-liste/;45.92383;8.97929;1;0;0;1;0;0;1;52.2
https://camping.ch/de/campingplatz/tessin/melano/paradiso-lago?l=true;https://www.camping-paradiso.ch/de/preise-liste/;45.92383;8.97929;1;0;0;1;0;1;0;62.7
https://camping.ch/de/campingplatz/tessin/melano/paradiso-lago?l=true;https://www.camping-paradiso.ch/de/preise-liste/;45.92383;8.97929;0;0;0;1;0;0;1;48.2
https://camping.ch/de/campingplatz/tessin/melano/paradiso-lago?l=true;https://www.camping-paradiso.ch/de/preise-liste/;45.92383;8.97929;0;0;0;1;0;1;0;56.7
https://camping.ch/de/campingplatz/tessin/melano/paradiso-lago?l=true;https://www.camping-paradiso.ch/de/preise-liste/;45.92383;8.97929;0;0;1;0;0;0;1;43.2
https://camping.ch/de/campingplatz/tessin/melano/paradiso-lago?l=true;https://www.camping-paradiso.ch/de/preise-liste/;45.92383;8.97929;0;0;1;0;0;1;0;49.7
https://camping.ch/de/campingplatz/berner-mitelland/wabern/eichholz?l=true;https://www.campingeichholz.ch/preise.html;46.93274694;7.455521944;0;1;1;0;0;1;0;36.5
https://camping.ch/de/campingplatz/berner-mitelland/sutz-lattrigen/camping-sutz-am-bielersee?l=true;https://www.hotel-camping-sutz.ch/de/multimedia/Preisliste_gross_2024_2401.pdf;47.10774194;7.21898;0;1;1;0;0;1;0;32
https://camping.ch/de/campingplatz/graubuenden/landquart/waldcamping-landquart?l=true;https://files.designer.hoststar.ch/4d/14/4d14a41a-5702-41c0-b09a-fe8f92fb3b02.pdf;46.97061889;9.593615;0;1;1;0;0;0;1;28.65
https://camping.ch/de/campingplatz/graubuenden/landquart/waldcamping-landquart?l=true;https://files.designer.hoststar.ch/4d/14/4d14a41a-5702-41c0-b09a-fe8f92fb3b02.pdf;46.97061889;9.593615;0;1;1;0;0;1;0;36.65
https://camping.ch/de/campingplatz/graubuenden/landquart/waldcamping-landquart?l=true;https://files.designer.hoststar.ch/4d/14/4d14a41a-5702-41c0-b09a-fe8f92fb3b02.pdf;46.97061889;9.593615;0;1;0;1;0;0;1;34.65
https://camping.ch/de/campingplatz/graubuenden/landquart/waldcamping-landquart?l=true;https://files.designer.hoststar.ch/4d/14/4d14a41a-5702-41c0-b09a-fe8f92fb3b02.pdf;46.97061889;9.593615;0;1;0;1;0;1;0;42.65
https://camping.ch/de/campingplatz/graubuenden/chur/camp-au?l=true;https://www.camping-chur.ch/preisliste-2022/;46.86185389;9.507381944;0;0;1;0;0;1;0;26.3
https://camping.ch/de/campingplatz/graubuenden/chur/camp-au?l=true;https://www.camping-chur.ch/preisliste-2022/;46.86185389;9.507381944;0;0;0;1;0;1;0;35.3
https://camping.ch/de/campingplatz/graubuenden/trin-mulin/camping-trin?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-flims.php;46.82765306;9.346553056;0;1;0;1;0;1;0;34
https://camping.ch/de/campingplatz/graubuenden/flims-waldhaus/camping-flims?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-flims.php;46.82443694;9.281343889;0;1;1;0;0;0;1;32
https://camping.ch/de/campingplatz/graubuenden/flims-waldhaus/camping-flims?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-flims.php;46.82443694;9.281343889;0;1;1;0;0;1;0;38
https://camping.ch/de/campingplatz/graubuenden/flims-waldhaus/camping-flims?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-flims.php;46.82443694;9.281343889;0;1;0;1;0;0;1;42
https://camping.ch/de/campingplatz/graubuenden/flims-waldhaus/camping-flims?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-flims.php;46.82443694;9.281343889;0;1;0;1;0;1;0;51
https://camping.ch/de/campingplatz/graubuenden/surcuolm/camping-surcuolm?l=true;https://camping-surcuolm.ch/camping-2/;46.76023111;9.143725;0;1;1;0;0;1;0;33.1
https://camping.ch/de/campingplatz/graubuenden/surcuolm/camping-surcuolm?l=true;https://camping-surcuolm.ch/camping-2/;46.76023111;9.143725;0;1;0;1;0;1;0;40.1
https://camping.ch/de/campingplatz/graubuenden/trun/campadi-trun?l=true;https://camping-trun.ch/tagescamping/;46.73638;8.98305;0;0;1;0;0;0;1;38.5
https://camping.ch/de/campingplatz/graubuenden/trun/campadi-trun?l=true;https://camping-trun.ch/tagescamping/;46.73638;8.98305;0;0;1;0;0;1;0;45.5
https://camping.ch/de/campingplatz/graubuenden/disentis/tcs-camping-disentis?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-disentis.php;46.69720611;8.852893889;0;1;1;0;0;0;1;34.3
https://camping.ch/de/campingplatz/graubuenden/disentis/tcs-camping-disentis?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-disentis.php;46.69720611;8.852893889;0;1;1;0;0;1;0;46.3
https://camping.ch/de/campingplatz/graubuenden/disentis/tcs-camping-disentis?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-disentis.php;46.69720611;8.852893889;0;1;0;1;0;0;1;44.3
https://camping.ch/de/campingplatz/graubuenden/disentis/tcs-camping-disentis?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-disentis.php;46.69720611;8.852893889;0;1;0;1;0;1;0;56.3
https://camping.ch/de/campingplatz/graubuenden/rueras/camping_viva?l=true;https://www.campingviva.ch/preise;46.67268861;8.7536475;0;1;1;0;0;1;0;43
https://camping.ch/de/campingplatz/graubuenden/sumvitg/garvera?l=true;https://garvera.ch/wordpress/preise/;46.72447306;8.930241944;0;1;1;0;0;1;0;34.5
https://camping.ch/de/campingplatz/graubuenden/valendas/camping-carrera?l=true;http://camping-carrera.ch/campingplatz/preise/;46.78872806;9.296793889;0;0;1;0;0;0;1;30.2
https://camping.ch/de/campingplatz/graubuenden/valendas/camping-carrera?l=true;http://camping-carrera.ch/campingplatz/preise/;46.78872806;9.296793889;0;0;1;0;0;1;0;33.2
https://camping.ch/de/campingplatz/graubuenden/davos-glaris/camping-rinerlodge?l=true;https://www.davosklostersmountains.ch/de/hotels/uebersicht/Camping-RinerLodge_a_13726?occupancyType=multiple-rooms&durationType=exact&isSubmitted=true&from=2024-06-19T00%3A00%3A00&to=2024-06-20T00%3A00%3A00&u0=1&a0=1&c0=0&activeTab=%23rooms;46.74507806;9.779136111;0;0;1;0;0;1;1;43
https://camping.ch/de/campingplatz/graubuenden/arosa/camping-arosa?l=true;https://www.arosacamping.ch/sommer;46.77521;9.67452;0;0;0;1;0;1;0;36
https://camping.ch/de/campingplatz/graubuenden/arosa/camping-arosa?l=true;https://www.arosacamping.ch/sommer;46.77521;9.67452;0;0;0;0;1;1;0;50
https://camping.ch/de/campingplatz/graubuenden/arosa/camping-arosa?l=true;https://www.arosacamping.ch/sommer;46.77521;9.67452;0;0;0;1;0;0;1;28
https://camping.ch/de/campingplatz/graubuenden/arosa/camping-arosa?l=true;https://www.arosacamping.ch/sommer;46.77521;9.67452;0;0;0;0;1;0;1;42
https://camping.ch/de/campingplatz/graubuenden/churwalden/pradafenz?l=true;https://pradafenz.ch/sommerangebote/;46.777;9.540638056;0;0;1;0;0;1;0;34.5
https://camping.ch/de/campingplatz/graubuenden/churwalden/pradafenz?l=true;https://pradafenz.ch/sommerangebote/;46.777;9.540638056;0;0;0;1;0;1;0;38.5
https://camping.ch/de/campingplatz/graubuenden/churwalden/pradafenz?l=true;https://pradafenz.ch/sommerangebote/;46.777;9.540638056;0;0;1;0;0;0;1;31.5
https://camping.ch/de/campingplatz/graubuenden/churwalden/pradafenz?l=true;https://pradafenz.ch/sommerangebote/;46.777;9.540638056;0;0;0;1;0;0;1;35.5
https://camping.ch/de/campingplatz/graubuenden/thusis/camping-viamala?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-thusis-viamala.php;46.69953306;9.445456111;0;1;1;0;0;0;1;33.5
https://camping.ch/de/campingplatz/graubuenden/thusis/camping-viamala?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-thusis-viamala.php;46.69953306;9.445456111;0;1;1;0;0;1;0;44.5
https://camping.ch/de/campingplatz/graubuenden/tiefencastel/cumpogna?l=true;http://www.campingcumpogna.ch/der-campingplatz/preise/;46.659075;9.577;0;1;1;0;0;1;1;18
https://camping.ch/de/campingplatz/graubuenden/savognin/julia?l=true;https://www.valsurses.ch/sites/valsurses/files/2023-06/Tarife%20pro%20Nacht%20Camping%20Julia.pdf;46.59905611;9.589411111;0;0;1;0;0;1;1;32.5
https://camping.ch/de/campingplatz/graubuenden/bivio/tua-bivio?l=true;https://schneesportbivio.ch/uebernachten/stellplatz-tua/;46.46342972;9.656137222;0;0;1;0;0;1;0;25
https://camping.ch/de/campingplatz/graubuenden/bivio/tua-bivio?l=true;https://schneesportbivio.ch/uebernachten/stellplatz-tua/;46.46342972;9.656137222;0;0;1;0;0;0;1;18
https://camping.ch/de/campingplatz/graubuenden/zillis/camping-rania?l=true;https://www.campingrania.ch/doc/Preisliste.pdf;46.64966694;9.448471944;0;0;1;0;0;1;1;34.5
https://camping.ch/de/campingplatz/graubuenden/spluegen/camping-spluegen?l=true;https://www.spluegen.ch/campingplatz/preise;46.54927806;9.314201111;0;0;1;0;0;1;0;26
https://camping.ch/de/campingplatz/graubuenden/spluegen/camping-spluegen?l=true;https://www.spluegen.ch/campingplatz/preise;46.54927806;9.314201111;0;0;1;0;0;0;1;21
https://camping.ch/de/campingplatz/graubuenden/spluegen/camping-spluegen?l=true;https://www.spluegen.ch/campingplatz/preise;46.54927806;9.314201111;0;0;0;1;0;1;0;41
https://camping.ch/de/campingplatz/graubuenden/spluegen/camping-spluegen?l=true;https://www.spluegen.ch/campingplatz/preise;46.54927806;9.314201111;0;0;0;1;0;0;1;36
https://camping.ch/de/campingplatz/graubuenden/st-moritz/camping-st-moritz?l=true;https://camping-stmoritz.ch/schlafplatze/caravan-village/;46.47793389;9.825628889;0;1;1;0;0;0;1;27
https://camping.ch/de/campingplatz/graubuenden/st-moritz/camping-st-moritz?l=true;https://camping-stmoritz.ch/schlafplatze/caravan-village/;46.47793389;9.825628889;0;1;0;1;0;0;1;31.2
https://camping.ch/de/campingplatz/graubuenden/st-moritz/camping-st-moritz?l=true;https://camping-stmoritz.ch/schlafplatze/caravan-village/;46.47793389;9.825628889;0;1;1;0;0;1;0;31.9
https://camping.ch/de/campingplatz/graubuenden/st-moritz/camping-st-moritz?l=true;https://camping-stmoritz.ch/schlafplatze/caravan-village/;46.47793389;9.825628889;0;1;0;1;0;1;0;36.1
https://camping.ch/de/campingplatz/graubuenden/samedan/tcs-camping-samedan?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-samedan.php;46.51041111;9.878988056;0;0;1;0;0;0;1;40.4
https://camping.ch/de/campingplatz/graubuenden/samedan/tcs-camping-samedan?l=true;https://www.tcs.ch/de/camping-reisen/camping-insider/campingplaetze/tcs-campingplaetze/campingplatz-samedan.php;46.51041111;9.878988056;0;0;1;0;0;1;0;48.4
https://camping.ch/de/campingplatz/graubuenden/samedan/camping-gravatscha?l=true;https://camping-gravatscha.campalot.de/de;46.54222111;9.892221944;0;1;1;0;0;1;1;35.5
https://camping.ch/de/campingplatz/graubuenden/pontresina/camping-morteratsch?l=true;https://www.camping-morteratsch.ch/reservation-1/preise/;46.46157111;9.934993056;0;1;1;0;0;0;1;35.5
https://camping.ch/de/campingplatz/graubuenden/pontresina/camping-morteratsch?l=true;https://www.camping-morteratsch.ch/reservation-1/preise/;46.46157111;9.934993056;0;1;1;0;0;1;0;40.5
https://camping.ch/de/campingplatz/graubuenden/pontresina/camping-morteratsch?l=true;https://www.camping-morteratsch.ch/reservation-1/preise/;46.46157111;9.934993056;0;1;0;1;0;0;1;41.5
https://camping.ch/de/campingplatz/graubuenden/pontresina/camping-morteratsch?l=true;https://www.camping-morteratsch.ch/reservation-1/preise/;46.46157111;9.934993056;0;1;0;1;0;1;0;46.5
