Name,Ortschaft,Latitude,Longitude,Touristenstellplätze,weiter Unterküfte,kleiner Platz (<80 m2),mittlerer Platz  (~100 m2),grosser Platz (>110 m2),Stellplatz am Wasser,Behindertengerechter Zugang,Haustierfreundlichkeit,Waschmaschine und Trockner,Aufenthaltsraum,Gemeinschaftsküche,Grillplatz,Gastronomie,Shop,Hallenbad,Freibad,Bademöglichkeit,Babypool,Sportplatz,Golf,Tennis,Disco,Wifi,Spielplatz,Unterhaltungsprogramm,Bootsvermietung,Fahrradvermietung,Öffnungszeit[%],Preis,Informationsstelle,Sternebewertung,Mitgliedschaften,Region,Region Berner-Mitelland,Region Berner-Oberland,Region Freiburg-Neuenburg-Jura,Region Graubuenden,Region Nordwestschweiz,Region Ostschweiz,Region Tessin,Region Waadt-Genfersee,Region Wallis,Region Zentralschweiz,Region Zuerich,Hauptsaison,Nebensaison,Wandern,Strandzugang,Aktivitäten,Bahnhof,Busstation
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,69.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,115.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Camping & Palmbeach-Resort Miralago,6598 Tenero (TI),46.17318,8.84793,110.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1.0,59.4,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping & Palmbeach-Resort Miralago,6598 Tenero (TI),46.17318,8.84793,110.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1.0,84.4,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Camping & Palmbeach-Resort Miralago,6598 Tenero (TI),46.17318,8.84793,110.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1.0,69.4,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping & Palmbeach-Resort Miralago,6598 Tenero (TI),46.17318,8.84793,110.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1.0,98.4,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Camping & Palmbeach-Resort Miralago,6598 Tenero (TI),46.17318,8.84793,110.0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1.0,89.4,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping & Palmbeach-Resort Miralago,6598 Tenero (TI),46.17318,8.84793,110.0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1.0,118.4,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,56.3,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,54.8,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,80.3,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,101.8,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,37.3,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,40.3,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,46.8,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Campofelice Camping Village,6598 Tenero (TI),46.16884,8.8558,583.0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.68,54.3,1,5,2,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Delta,6600 Locarno (TI),46.15587,8.80258,245.0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.67,67.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Delta,6600 Locarno (TI),46.15587,8.80258,245.0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.67,57.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Delta,6600 Locarno (TI),46.15587,8.80258,245.0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.67,44.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Delta,6600 Locarno (TI),46.15587,8.80258,245.0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0.67,34.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Melezza,6616 Losone (TI),46.17702611,8.729281111,149.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.6,35.5,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Melezza,6616 Losone (TI),46.17702611,8.729281111,149.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.6,47.0,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Camping Piccolo Paradiso,6670 Avegno (TI),46.20121694,8.742541111,200.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.58,39.8,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,0,1
Camping Piccolo Paradiso,6670 Avegno (TI),46.20121694,8.742541111,200.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.58,54.8,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,0,1
Camping Tresiana,6998 Monteggio (TI),45.99119889,8.816221944,95.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.58,26.1,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1
Camping Tresiana,6998 Monteggio (TI),45.99119889,8.816221944,95.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.58,37.6,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
Camping Tresiana,6998 Monteggio (TI),45.99119889,8.816221944,95.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.58,34.1,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1
Camping Tresiana,6998 Monteggio (TI),45.99119889,8.816221944,95.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.58,43.6,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
Camping Tresiana,6998 Monteggio (TI),45.99119889,8.816221944,95.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.58,39.1,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1
Camping Tresiana,6998 Monteggio (TI),45.99119889,8.816221944,95.0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0.58,47.6,1,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,1
Paradiso Lago,6818 Melano (TI),45.92383,8.97929,127.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,52.2,0,4,0,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1
Paradiso Lago,6818 Melano (TI),45.92383,8.97929,127.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,62.7,0,4,0,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,1
Paradiso Lago,6818 Melano (TI),45.92383,8.97929,127.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,48.2,0,4,0,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1
Paradiso Lago,6818 Melano (TI),45.92383,8.97929,127.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,56.7,0,4,0,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,1
Paradiso Lago,6818 Melano (TI),45.92383,8.97929,127.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,43.2,0,4,0,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,1
Paradiso Lago,6818 Melano (TI),45.92383,8.97929,127.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.58,49.7,0,4,0,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,1
Eichholz,3084 Wabern (BE),46.93274694,7.455521944,127.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,36.5,0,3,0,Berner-Mitelland,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,1,1
Hotel Camping Sutz,2572 Sutz-Lattrigen (BE),47.10774194,7.21898,35.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.99,32.0,0,4,0,Berner-Mitelland,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7,1,0
Waldcamping Landquart,7302 Landquart (GR),46.97061889,9.593615,30.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.91,28.65,1,3,3,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,0
Waldcamping Landquart,7302 Landquart (GR),46.97061889,9.593615,30.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.91,36.65,1,3,3,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,1,0
Waldcamping Landquart,7302 Landquart (GR),46.97061889,9.593615,30.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.91,34.65,1,3,3,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,0
Waldcamping Landquart,7302 Landquart (GR),46.97061889,9.593615,30.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0.91,42.65,1,3,3,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,1,0
Camp Au,7000 Chur (GR),46.86185389,9.507381944,127.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26.3,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Camp Au,7000 Chur (GR),46.86185389,9.507381944,127.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,35.3,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Camping Trin,7016 Trin Mulin (GR),46.82765306,9.346553056,120.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,34.0,0,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
Camping Flims,7018 Flims-Waldhaus (GR),46.82443694,9.281343889,60.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,32.0,1,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
Camping Flims,7018 Flims-Waldhaus (GR),46.82443694,9.281343889,60.0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,38.0,1,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
Camping Flims,7018 Flims-Waldhaus (GR),46.82443694,9.281343889,60.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,42.0,1,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
Camping Flims,7018 Flims-Waldhaus (GR),46.82443694,9.281343889,60.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,51.0,1,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
Camping Surcuolm,7138 Surcuolm (GR),46.76023111,9.143725,30.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,33.1,1,4,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0,1
Camping Surcuolm,7138 Surcuolm (GR),46.76023111,9.143725,30.0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,40.1,1,4,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,0,1
Campadi Trun,7166 Trun (GR),46.73638,8.98305,60.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,38.5,1,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
Campadi Trun,7166 Trun (GR),46.73638,8.98305,60.0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,45.5,1,0,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1
TCS Camping Disentis,7180 Disentis (GR),46.69720611,8.852893889,127.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,34.3,1,4,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
TCS Camping Disentis,7180 Disentis (GR),46.69720611,8.852893889,127.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,46.3,1,4,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1
TCS Camping Disentis,7180 Disentis (GR),46.69720611,8.852893889,127.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,44.3,1,4,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1
TCS Camping Disentis,7180 Disentis (GR),46.69720611,8.852893889,127.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,56.3,1,4,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1
Camping Viva,7189 Rueras (GR),46.67268861,8.7536475,100.0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.83,43.0,0,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3,1,0
Garvera,7175 Sumvitg (GR),46.72447306,8.930241944,20.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,34.5,0,2,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,0
Camping Carrera,7122 Valendas (GR),46.78872806,9.296793889,50.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,30.2,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Camping Carrera,7122 Valendas (GR),46.78872806,9.296793889,50.0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,33.2,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Camping Rinerlodge,7277 Davos Glaris (GR),46.74507806,9.779136111,84.0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,43.0,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,11,1,1
Camping Arosa,7050 Arosa (GR),46.77521,9.67452,20.0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,36.0,1,2,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,9,1,1
Camping Arosa,7050 Arosa (GR),46.77521,9.67452,20.0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,50.0,1,2,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,9,1,1
Camping Arosa,7050 Arosa (GR),46.77521,9.67452,20.0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,28.0,1,2,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,9,1,1
Camping Arosa,7050 Arosa (GR),46.77521,9.67452,20.0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,42.0,1,2,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,9,1,1
Pradafenz,7075 Churwalden (GR),46.777,9.540638056,50.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,34.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11,0,1
Pradafenz,7075 Churwalden (GR),46.777,9.540638056,50.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,38.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11,0,1
Pradafenz,7075 Churwalden (GR),46.777,9.540638056,50.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,31.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,1
Pradafenz,7075 Churwalden (GR),46.777,9.540638056,50.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,35.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,0,1
TCS Camping Thusis Viamala,7430 Thusis (GR),46.69953306,9.445456111,66.0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.6,33.5,1,3,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,8,1,1
TCS Camping Thusis Viamala,7430 Thusis (GR),46.69953306,9.445456111,66.0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.6,44.5,1,3,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,8,1,1
Camping Cumpogna,7450 Tiefencastel (GR),46.659075,9.577,10.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,18.0,1,2,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,8,1,1
Julia,7460 Savognin (GR),46.59905611,9.589411111,18.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,32.5,1,3,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,0,1
Stellplatz Tua,7457 Bivio (GR),46.46342972,9.656137222,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,25.0,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
Stellplatz Tua,7457 Bivio (GR),46.46342972,9.656137222,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,18.0,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
Camping Rania,7432 Zillis (GR),46.64966694,9.448471944,35.0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,34.5,1,3,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,6,0,1
Camping Splügen,7435 Splügen (GR),46.54927806,9.314201111,35.0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1.0,26.0,1,3,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1
Camping Splügen,7435 Splügen (GR),46.54927806,9.314201111,35.0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1.0,21.0,1,3,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1
Camping Splügen,7435 Splügen (GR),46.54927806,9.314201111,35.0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1.0,41.0,1,3,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1
Camping Splügen,7435 Splügen (GR),46.54927806,9.314201111,35.0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1.0,36.0,1,3,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,1
Camping St. Moritz,7500 St. Moritz (GR),46.47793389,9.825628889,150.0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,27.0,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
Camping St. Moritz,7500 St. Moritz (GR),46.47793389,9.825628889,150.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,31.2,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,0,1
Camping St. Moritz,7500 St. Moritz (GR),46.47793389,9.825628889,150.0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,31.9,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
Camping St. Moritz,7500 St. Moritz (GR),46.47793389,9.825628889,150.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3,36.1,1,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1
TCS Camping Samedan,7503 Samedan (GR),46.51041111,9.878988056,80.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,40.4,1,3,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
TCS Camping Samedan,7503 Samedan (GR),46.51041111,9.878988056,80.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,48.4,1,3,2,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Camping Gravatscha,7503 Samedan (GR),46.54222111,9.892221944,44.0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,35.5,0,0,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,10,0,0
Camping Morteratsch,7504 Pontresina (GR),46.46157111,9.934993056,250.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0,35.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Camping Morteratsch,7504 Pontresina (GR),46.46157111,9.934993056,250.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0,40.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Camping Morteratsch,7504 Pontresina (GR),46.46157111,9.934993056,250.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0,41.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Camping Morteratsch,7504 Pontresina (GR),46.46157111,9.934993056,250.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0,46.5,1,4,1,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Silvaplana,7513 Silvaplana (GR),46.45608306,9.793265,127.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,32.5,1,3,0,Graubuenden,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,11,1,1
