Name,Ortschaft,Latitude,Longitude,Touristenstellplätze,weiter Unterküfte,kleiner Platz (<80 m2),mittlerer Platz  (~100 m2),grosser Platz (>110 m2),Stellplatz am Wasser,Behindertengerechter Zugang,Haustierfreundlichkeit,Waschmaschine und Trockner,Aufenthaltsraum,Gemeinschaftsküche,Grillplatz,Gastronomie,Shop,Hallenbad,Freibad,Bademöglichkeit,Babypool,Sportplatz,Golf,Tennis,Disco,Wifi,Spielplatz,Unterhaltungsprogramm,Bootsvermietung,Fahrradvermietung,Öffnungszeit[%],Preis,Informationsstelle,Sternebewertung,Mitgliedschaften,Region,Region Berner-Mitelland,Region Berner-Oberland,Region Freiburg-Neuenburg-Jura,Region Graubuenden,Region Nordwestschweiz,Region Ostschweiz,Region Tessin,Region Waadt-Genfersee,Region Wallis,Region Zentralschweiz,Region Zuerich,Hauptsaison,Nebensaison,Wandern,Strandzugang,Aktivitäten,Bahnhof,Busstation
Alpencamping,3860 Meiringen (BE),46.73431389,8.171285,34.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,33.5,0,4,1,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Alpencamping,3860 Meiringen (BE),46.73431389,8.171285,34.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,41.5,0,4,1,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Alpencamping,3860 Meiringen (BE),46.73431389,8.171285,34.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,31.5,0,4,1,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Alpencamping,3860 Meiringen (BE),46.73431389,8.171285,34.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,35.5,0,4,1,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Camping Grassi,3714 Frutigen (BE),46.58132306,7.641016944,65.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.0,26.8,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0
Camping Grassi,3714 Frutigen (BE),46.58132306,7.641016944,65.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.0,28.8,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0
Camping Grassi,3714 Frutigen (BE),46.58132306,7.641016944,65.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.0,30.2,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,1,0
Camping Grassi,3714 Frutigen (BE),46.58132306,7.641016944,65.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.0,32.2,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,6,1,0
Frutigresort,3714 Frutigen (BE),46.59351611,7.654676944,75.0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1.0,37.7,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1
Frutigresort,3714 Frutigen (BE),46.59351611,7.654676944,75.0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1.0,40.7,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1
Frutigresort,3714 Frutigen (BE),46.59351611,7.654676944,75.0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1.0,45.7,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1
Frutigresort,3714 Frutigen (BE),46.59351611,7.654676944,75.0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1.0,49.7,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,1
Frutigresort,3714 Frutigen (BE),46.59351611,7.654676944,75.0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1.0,52.7,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,1
Frutigresort,3714 Frutigen (BE),46.59351611,7.654676944,75.0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1.0,57.7,1,4,2,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,5,1,1
Camping Fankhauser,3770 Zweisimmen (BE),46.56316111,7.376921944,15.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27.2,1,4,1,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1
Camping Fankhauser,3770 Zweisimmen (BE),46.56316111,7.376921944,15.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27.7,1,4,1,Berner-Oberland,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1
Schiffenensee,3186 Düdingen (FR),46.87827194,7.19114,60.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,27.0,0,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Schiffenensee,3186 Düdingen (FR),46.87827194,7.19114,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,35.0,0,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,11,1,1
Schiffenensee,3186 Düdingen (FR),46.87827194,7.19114,60.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,30.5,0,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Schiffenensee,3186 Düdingen (FR),46.87827194,7.19114,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,40.0,0,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,11,1,1
Camping Les 3 Lacs,1786 Sugiez (FR),46.97446944,7.095601667,46.0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0.42,31.2,1,4,0,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1
Camping Lac des Brenets,2416 Les Brenets (NE),47.06556194,6.698053889,33.0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.0,25.0,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0
Camping Lac des Brenets,2416 Les Brenets (NE),47.06556194,6.698053889,33.0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.0,28.0,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,0
Paradis-Plage,2013 Colombier (NE),46.96574306,6.871956944,127.0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0.67,39.2,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1
Paradis-Plage,2013 Colombier (NE),46.96574306,6.871956944,127.0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0.67,42.2,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1
Paradis-Plage,2013 Colombier (NE),46.96574306,6.871956944,127.0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0.67,44.2,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1
Paradis-Plage,2013 Colombier (NE),46.96574306,6.871956944,127.0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0.67,49.2,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1
Paradis-Plage,2013 Colombier (NE),46.96574306,6.871956944,127.0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0.67,51.2,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1
Paradis-Plage,2013 Colombier (NE),46.96574306,6.871956944,127.0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0.67,53.2,1,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,1,1
Camping des Pêches Le Landeron,2525 Le Landeron (NE),47.05258111,7.072291944,150.0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0.54,36.2,1,4,0,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1
Camping de Prêles,2515 Prêles (BE),47.085465,7.118153056,70.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.54,30.5,0,4,1,Freiburg-Neuenburg-Jura,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1
Camping de Vidy,1007 Lausanne (VD),46.51730306,6.597966111,127.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33,32.0,1,4,0,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1
Camping de Vidy,1007 Lausanne (VD),46.51730306,6.597966111,127.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33,33.0,1,4,0,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,8,1,1
Camping Yverdon Plage,1400 Yverdon-les-Bains (VD),46.78475889,6.648703056,130.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.53,32.55,1,4,1,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7,1,1
Camping Yverdon Plage,1400 Yverdon-les-Bains (VD),46.78475889,6.648703056,130.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.53,38.55,1,4,1,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,1,1
Camping Port Plage Avenches,1580 Avenches (VD),46.90366694,7.049083056,250.0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.49,32.3,0,0,0,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8,1,1
Camping Port Plage Avenches,1580 Avenches (VD),46.90366694,7.049083056,250.0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0.49,40.3,0,0,0,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,1,1
Les Grangettes,1845 Noville (VD),46.39439,6.896306944,70.0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.0,19.0,1,4,0,Waadt-Genfersee,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,11,0,0
Rive-Bleue,1897 Le Bouveret (VS),46.38615111,6.859556111,127.0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,28.85,1,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,11,1,1
Rive-Bleue,1897 Le Bouveret (VS),46.38615111,6.859556111,127.0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,34.65,1,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,11,1,1
Camping du Grand Paradis,1874 Champery (VS),46.16356361,6.859672778,50.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27.5,0,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
Camping du Grand Paradis,1874 Champery (VS),46.16356361,6.859672778,50.0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31.0,0,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
La Mare au diable,1875 Morgins (VS),46.24065611,6.850586111,5.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,23.6,1,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
Camping des Glaciers,1944 La Fouly - Val Ferret (VS),45.93348694,7.093635,298.0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.41,30.6,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Camping des Glaciers,1944 La Fouly - Val Ferret (VS),45.93348694,7.093635,298.0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.41,25.6,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
Camping de la Sarvaz,1913 Saillon (VS),46.15971389,7.167161944,43.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,37.0,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
Camping de la Sarvaz,1913 Saillon (VS),46.15971389,7.167161944,43.0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,47.0,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
Camping de la Sarvaz,1913 Saillon (VS),46.15971389,7.167161944,43.0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,72.0,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,1
Molignon,1984 Les Haudères (VS),46.090425,7.507336111,110.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,32.2,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
Molignon,1984 Les Haudères (VS),46.090425,7.507336111,110.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,26.9,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
Camping Arolla,1986 Arolla (VS),46.02688778,7.486069167,90.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.41,27.2,0,0,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1
Camping Arolla,1986 Arolla (VS),46.02688778,7.486069167,90.0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.41,28.6,0,0,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
Swiss Plage,3970 Salgesch (VS),46.30142194,7.564795,80.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.59,35.0,0,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,1,1
Swiss Plage,3970 Salgesch (VS),46.30142194,7.564795,80.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.59,32.08,0,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,9,1,1
Gemmi Agarn,3952 Leuk-Susten (VS),46.29778111,7.659315,64.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52,30.3,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1
Gemmi Agarn,3952 Leuk-Susten (VS),46.29778111,7.659315,64.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52,32.3,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1
Gemmi Agarn,3952 Leuk-Susten (VS),46.29778111,7.659315,64.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52,32.3,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,1
Gemmi Agarn,3952 Leuk-Susten (VS),46.29778111,7.659315,64.0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.52,34.3,0,4,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,1
Camping Monument,3952 Susten (VS),46.307595,7.610916944,170.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.4,30.7,1,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,1,1
Camping Monument,3952 Susten (VS),46.307595,7.610916944,170.0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.4,32.7,1,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,1,1
Torrent,3952 Susten-Leuk (VS),46.29936,7.65837,127.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.55,27.2,0,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,1
Camping Simplonblick,3942 Raron (VS),46.30267,7.795335,80.0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.99,19.0,0,0,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,7,1,1
Camping Simplonblick,3942 Raron (VS),46.30267,7.795335,80.0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.99,23.0,0,0,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,1,1
Camping Santa Monica,3942 Raron (VS),46.30267389,7.802083056,160.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0.55,29.0,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7,1,1
Camping Santa Monica,3942 Raron (VS),46.30267389,7.802083056,160.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0.55,34.0,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7,1,1
Camping Santa Monica,3942 Raron (VS),46.30267389,7.802083056,160.0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0.55,25.0,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,1,1
Camping Santa Monica,3942 Raron (VS),46.30267389,7.802083056,160.0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0.55,28.0,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,1,1
Camping & Schwimmbad Mühleye,3930 Visp (VS),46.29876,7.872571944,190.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.6,24.4,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1
Camping & Schwimmbad Mühleye,3930 Visp (VS),46.29876,7.872571944,190.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.6,26.4,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1
Camping & Schwimmbad Mühleye,3930 Visp (VS),46.29876,7.872571944,190.0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.6,32.4,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10,1,1
Camping & Schwimmbad Mühleye,3930 Visp (VS),46.29876,7.872571944,190.0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.6,27.2,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,1,1
Camping & Schwimmbad Mühleye,3930 Visp (VS),46.29876,7.872571944,190.0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.6,29.2,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,1,1
Camping & Schwimmbad Mühleye,3930 Visp (VS),46.29876,7.872571944,190.0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.6,35.2,1,4,1,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,10,1,1
Camping Attermenzen Randa,3928 Randa (VS),46.08545111,7.781211111,500.0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.33,32.0,0,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,9,1,1
Camping Attermenzen Randa,3928 Randa (VS),46.08545111,7.781211111,500.0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.33,35.0,0,3,0,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,9,1,1
Camping Lötschental,3917 Kippel (VS),46.39851111,7.774828333,40.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.49,32.3,1,0,3,Wallis,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5,0,1
Camping Lötschental,3917 Kippel (VS),46.39851111,7.774828333,40.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.49,34.3,1,0,3,Wallis,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,5,0,1
Camping Bellinzona,6500 Bellinzona (TI),46.21222306,9.038611111,70.0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.58,41.3,1,3,3,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,1,1
Camping Bellinzona,6500 Bellinzona (TI),46.21222306,9.038611111,70.0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.58,50.3,1,3,3,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,1,1
Camping Bellinzona,6500 Bellinzona (TI),46.21222306,9.038611111,70.0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.58,33.3,1,3,3,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,1,1
Camping Bellinzona,6500 Bellinzona (TI),46.21222306,9.038611111,70.0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.58,43.3,1,3,3,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,1,1
Riarena,6516 Cugnasco (TI),46.16974,8.91404,106.0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.6,57.3,0,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Riarena,6516 Cugnasco (TI),46.16974,8.91404,106.0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.6,68.3,0,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Riarena,6516 Cugnasco (TI),46.16974,8.91404,106.0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.6,39.3,0,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Riarena,6516 Cugnasco (TI),46.16974,8.91404,106.0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0.6,50.3,0,4,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,53.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,35.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,38.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,42.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,94.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
Camping Tamaro Resort,6598 Tenero (TI),46.17516,8.84436,287.0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.61,62.0,1,5,1,Tessin,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,11,1,1
