Touristenstellplätze,weiter Unterküfte,mittlerer Platz  (~100 m2),grosser Platz (>110 m2),Stellplatz am Wasser,Behindertengerechter Zugang,Haustierfreundlichkeit,Waschmaschine und Trockner,Aufenthaltsraum,Gemeinschaftsküche,Grillplatz,Gastronomie,Shop,Hallenbad,Freibad,Bademöglichkeit,Babypool,Sportplatz,Tennis,Wifi,Spielplatz,Unterhaltungsprogramm,Bootsvermietung,Fahrradvermietung,Öffnungszeit[%],Preis,Informationsstelle,Sternebewertung,Mitgliedschaften,Region Berner-Mitelland,Region Berner-Oberland,Region Freiburg-Neuenburg-Jura,Region Graubuenden,Region Ostschweiz,Region Tessin,Region Waadt-Genfersee,Region Wallis,Region Zentralschweiz,Region Zuerich,Hauptsaison,Nebensaison,Wandern,Strandzugang,Aktivitäten,Bahnhof,Busstation
64.99654765868361,0.001831765191782411,0.9997707928956389,0.014671294991867964,-0.01656681718728336,-0.004132527923247481,1.0009103352296305,1.007230054848087,-0.0023027915927999994,0.017688846385704195,0.012851486778429223,-0.0005083097607717537,-0.004680822098614472,0.0004676929882565588,0.001656738382130323,-0.020182322748899417,-0.0007287136052391435,0.009784991897873702,-0.004640957342410463,0.9908550428653286,0.9937015732442088,0.021779325447540104,-0.011549580366314321,0.999288657393571,0.9914127553270516,26.79971919917848,1.0128318002215324,4.010237569742458,1.996881517317236,0.013013674838387793,1.0098609192599703,-0.004029769512221344,0.0018369913755810056,0.007566171895764092,-0.005758965448950622,0.013149128850366959,-0.00860990946633381,0.007275246076795593,0.0070751020986893,0.008188192206024958,1.0118873911636046,0.99152452383493,1.0166809287698055,6.009146748334385,1.0062407343216224,0.010279897573327928
65.00204183446579,-0.005312372353231354,0.007834386153838479,1.0034780349286898,0.0012884512712105808,0.007354533854544356,0.9893994899807874,0.9875252356018632,0.013095967070120404,0.0026047158547395774,-0.003457613001248828,0.0018658212898181406,0.002549380531638715,-0.029080158232612438,0.006184992528445972,-0.0009489703254439316,0.017984008489710403,-0.0070417652101858645,-0.0033557486618449174,0.9991743544329007,1.0055623283832908,0.009265969019900035,0.009492404456023671,1.0076939606805442,0.9995773515068737,28.80990276244982,0.9941077537399581,3.996614889374804,1.9969475015908837,-0.0105793312627485,0.9978410458154893,0.001933933762760757,0.006242773689251087,0.0022090634370668396,0.013430081670916666,-0.023205344651800252,0.006567236064702329,0.00260684412828047,-0.01914249923028578,-0.00873942644199118,1.0046343629666277,0.9875458368285073,1.015943315669158,6.007395337243145,0.9990510827325082,-0.015309083746697693
65.01176506933454,0.0110412046312818,1.0041130912840908,0.013445904137213801,0.003138852083202333,0.021265795305779052,1.0188728668359304,1.0020154331330349,0.0065458141815895364,-0.0028606875715495787,-0.01376950144845664,0.015138684223549395,0.006756192418338046,0.003993729032292564,-0.006523220511151305,-0.021215194429067906,0.008135495813517272,-0.0005004830969012926,-0.006379361580857125,1.0156685286869358,1.007462437561614,0.0028315790125551256,0.014497827744462623,1.0034040033775908,0.9930005737051933,30.202793500006955,1.0036684406214997,4.008422263974823,1.9973826649623874,-0.01205948546833448,0.9975171825544242,-0.012278637141028113,0.004686557509311967,0.0032510595678108658,0.005024934847864946,-0.003210485154087573,0.0062756386118771315,0.006885211304806583,-0.005482084749949086,1.0002578307076433,0.021399659032197198,1.002188439307766,1.0089353708196949,5.985246970391238,1.0111222528528547,-0.006825727597917594
64.98946326242739,0.01838160337802249,0.00900034450805844,1.000379224259847,-0.00032577291247131026,-0.0016242069821703325,1.0123482209225079,0.9952084419357725,-0.011966145417093229,0.0035288231157230266,0.005512216455290818,-0.007903361422972465,-0.0001469407236027422,-0.009662408834055978,0.0012742627241125856,0.0038986415033590866,-0.007188607634415831,-0.004892659789578943,0.01769033621228578,0.9848512744151625,0.9965058668482412,0.016090680755032463,0.013168459657041219,0.9815233734797856,0.9997045997619914,32.193993451946476,0.9963817573062508,3.991000755429669,2.0070229427385944,0.006934103005587437,1.0011983637252864,-0.002585910166731397,0.014293105395924315,-0.002616044872157545,-0.011043960868178847,0.004221064366990835,-0.003954177519729489,-0.0031105382292568656,-0.0044130144792376156,1.011339393492792,0.005945274954433959,0.9760100490008993,0.999690989909763,6.000644076828327,1.0051398329070522,0.013434339613778745
74.99326397624597,0.9947263213779927,0.006335439924288294,0.010983708284319906,-0.0034923625485419637,1.0047372462592512,0.9959304955825327,1.0159698422014414,0.9821563053673096,-0.007869905029918791,0.9987064722919436,0.9973178429684627,0.9879134596258621,0.999225517174608,0.9977588704095296,1.013753372214223,1.0012702294659857,1.0065697619346319,1.0128178820281413,0.9949943059303211,0.9996659265519774,0.006284545829219194,-0.011136096443317135,1.0059317802285568,1.0069911360409238,37.704891988388226,1.0137647510845362,4.004617961199151,2.0003516293406576,0.003229743980081559,0.9885821804813546,0.004681485192725416,0.013899579521681185,-0.007366253558936181,0.006635542239162089,-0.00890864708753449,-0.0036673420774112103,0.006788169766595583,-0.013073308991212276,0.010602304820491737,0.9901767072689436,0.9988240978705556,0.9924969834845412,4.988571110436092,1.0082373705221164,1.0030361377442785
75.00263466622224,0.9782375805418088,1.011682610855848,0.015171190129190704,-0.004377493440294494,1.0158192711196885,0.9972392766917832,1.0058553261000043,1.0102943759212406,0.0028487402012394693,0.9981844782536492,1.0049466730830816,1.0033551150842939,1.0007030520565974,0.9924093172763531,1.0124095917983569,1.0040079860877311,0.9919254880699824,1.001602542487158,0.9817883655323973,1.0106364689464953,0.004602754894659451,-0.0011141363073349886,0.9973755961338269,1.0154896091951395,40.69850015474069,0.9972035142075282,3.9803273185137944,1.986559831807131,-0.008395234995335529,1.0178530939165518,0.009607381375119448,0.005144843283839094,-0.0020410943258572425,0.0073256096827588385,0.02235820865326356,0.006514639300651841,-0.011845694520417964,0.005244408062394894,-0.009752429535156705,0.9932847892613423,0.9990629506083258,1.0046735269619578,5.00011213716365,1.0213764768815088,1.007814486398946
74.99337019534426,1.0106996890733162,-0.015295393155232422,1.0071595518979148,0.0032953431962233193,0.9922446101098596,1.0018750497267144,1.0011356214161047,0.998030126285706,0.008004609047924258,1.0223304763040582,0.9898536850800727,0.9889186708553193,1.0129137327942321,0.9990001182541796,1.00750783520555,1.0038061325447067,0.9946330342156565,0.9971385744597105,1.0112824129377795,1.0022661519691185,0.010218626852976849,-0.0036289955207251486,0.9919188626391037,1.0062121783285825,45.72225766666134,1.0116287188866038,4.012011953687773,1.9759445936792097,0.007700612225712575,1.003830997365687,0.004878570903648998,0.0057736187800710905,0.005482465714776005,-0.0029517988396466494,-0.00564530784694495,-0.009178806187644063,2.9216698559735488e-05,0.005824009886979129,-0.00022611896950483783,1.0265204947310802,0.9933174434960981,1.0025274050789488,5.004800258347606,1.005492522407236,1.0166374437689802
74.99005572515681,1.0060245539320267,-0.02424567122185916,-0.014521938803915726,0.0016880277640773129,0.9942127546358913,0.9999916176511933,0.9981164471618645,1.0015285126687707,0.008582100386272273,0.9924152985459499,0.9885088206975309,1.003567449297769,0.9782967835332024,0.9974569545783186,1.002987591568407,0.9919646895009031,1.0199979795457903,1.0010818506031656,0.983805026214345,1.0017769528377058,0.005011255070522168,-0.005877270053954978,0.9940652530578854,0.9948766656193172,49.703265928855274,0.9978339601194406,3.996195260015873,1.9900341216425248,0.010060367521775493,0.9767989015577793,0.008038894881816135,0.0064101792248167705,-0.0070352867781368015,0.015668922156942985,-0.00482592874911105,0.0012318217517365503,0.012364906569749617,0.007595793354173979,0.999197157635874,-0.00945936296790527,0.9911349359561243,1.0075730278025117,4.982226322313971,0.9872401086190921,0.9863502639457924
75.00091171182301,1.0102489524015628,1.00862639878879,-0.003258642921360874,-0.021394663200992717,1.003075304473744,0.9969289281067867,0.9983919923224744,1.0111012600662415,0.002624542105987631,1.0131694738356751,0.9967287402880924,1.0004606796971878,1.0135746686940172,0.9982933552180298,1.0083073077896274,1.0049415363708414,0.9920891415116243,1.0140543914199636,1.004508709798477,1.0096443419367764,0.010111767823011038,-0.016607503325325238,0.9960509976856133,0.9979513081697825,52.6903712342062,1.0013342858103456,3.9905502653416343,2.000628594011769,-0.0015923091709560387,0.9923291652824102,-0.004019502677703325,0.00813970529086659,0.012424681865107784,-0.007972622611704097,0.014777259682160076,0.011892391799938586,0.013182537922562573,-0.009244972296610155,0.9967465258064923,0.002403202731498488,0.9919384289663997,1.0002248735542338,4.997908949128935,0.9945822845638702,1.0242196982595877
75.00446104986756,1.0124008596853669,0.014525862949439739,0.9989887200468093,0.0011571931888071777,0.9914775590680679,0.9973506990717467,1.0223967642498173,0.9960357711322323,-0.005233972372165253,0.9862093656337807,0.9972376168596458,0.9907049058573264,1.0043184133672924,1.003562222282757,1.0058558173424137,1.0079179516710854,1.0095258909860967,1.0053532614663447,1.0153992325405912,1.0087030870215468,-0.005869115817147337,-0.008666436467723457,0.9888073613181498,1.0048852766146263,57.719590024325974,1.0137631682533477,4.012439194817231,2.0233822678676923,-0.011816407962523591,1.0043702345451893,-0.005742784116033458,-0.0056293586958004824,-0.018823423211311207,-0.0008280245918366723,0.005122807928124751,0.005659212910649813,-0.009601299229251754,0.009688165378276204,0.9995543377778657,0.0006833362419918082,0.9999267936343482,1.0039104265655556,4.99745215366416,0.989034568914827,0.9939955366128735
14.993908156210692,0.993024174111938,0.01087284828339629,-0.008671950033909144,0.0018773958990049612,-0.005792015542208643,0.9886384137213793,1.005432882862456,0.004177590527847448,0.01718460615603728,-0.014338575903468917,-0.005513756345244342,0.006298245127927577,-0.004082676782027092,0.0038881673098303477,0.026051758981769414,-0.005403281485622836,-0.002728110010114282,0.004284032940535232,-0.002572136485461202,0.009686631149302564,0.00577027906519102,-0.010136852889418181,-0.00675372709965779,0.9984985909428611,27.194253130461362,1.009533887449575,4.009688253588334,0.9983673399625987,-0.009600841897981239,1.0074248157420087,-0.008599579985348908,-0.015399061415482132,0.016569109959474315,0.017405879082431124,-0.0035826214211635717,-0.00031138691897715336,0.00233955488391717,-0.0017925465123345785,-0.003994187205622453,0.9983986029964131,0.006330427646482529,1.0138162115503968,2.9996601275808046,1.0143566625539817,0.9957170453932513
14.997505485655733,0.993600676674809,-0.015290338227391719,-0.006806773884498578,-0.007982434667627332,-0.005891845174404596,0.9923824999446667,0.9921846754914881,0.0020592729279306234,-0.009786586872506392,-0.005821531019871011,-0.013582428825411377,-0.009853937111106976,-0.017638998109356534,-0.00040051384334760385,0.014790118962764807,-0.006524076518527334,-0.008008316093186911,-0.012358426685138611,-0.005225985387752783,-0.014341631370778058,0.009426979880772521,0.0100899401153543,-0.0019363150431766566,1.0097302760207865,27.695100297977476,0.9865000376411711,4.005862065607885,1.0193348060348724,0.013079321284816248,1.0104384929045904,-0.0004952424704331167,-0.008427519281797009,-0.0015986154607006955,0.005338333430516255,0.0034492787961717774,-0.0002428708033856133,0.010098477141506825,-0.018360110891448202,0.9872124299527341,-0.004598164205572707,-0.0016946308898186347,0.9773637206774012,2.9994368414130506,0.99498419263726,0.9939720040322056
60.00235501319597,1.0001900938018118,-0.015388486609182031,0.011955342541552168,-0.002336104402424456,-0.005081466190119533,-0.012774786280137215,-0.011542177374614156,0.006294286029364379,-0.014425671999731047,0.0005340937951744651,0.016187274817433036,0.0004350429300498209,-0.00733234743788928,-0.008983230643485303,-0.0005577742310910303,0.016628461189688123,0.005916832773505324,0.0080456023845959,0.0054208272098872435,-0.007356797714431952,-0.009708398083428162,0.004032889911713483,0.019311182810405954,0.5728436368261067,27.00058734908855,0.005089254916973126,4.02016381693876,0.9842578817307983,-0.0018318526624610026,0.008237913806692853,0.9832115893783497,-0.007092919359739733,0.009743444474724746,0.0036295543659538984,-0.010692003077433086,-0.006635711135316094,-0.022577145030787064,0.010074725834816564,0.008131845923630044,1.003953359059769,1.01228758920772,0.9997264560258806,10.996036206043865,1.0047502577670373,0.9899404366046769
59.97901438319405,0.9755403642403395,0.9862690864321673,-0.008718314532606838,-0.0016770499259582987,0.010013739417222235,0.0020119085533638337,-0.0031512685884382643,-0.0029861749466125265,0.011308099681504511,0.014245608095486204,0.0257898615924755,0.019016014391423273,-0.0017208718620025129,0.00041757022006810537,0.02248020887387574,-0.0023392783205516718,0.015254603969102257,-0.007547828214617682,0.011181917345485626,-0.023848199744291674,0.012583878991541475,0.0016485326941649665,5.422642221902567e-06,0.5768691413219429,34.99995187101689,-0.0014952148925593326,3.9920487412476557,1.0122110885839017,-0.009533141706266126,0.00433885445126113,1.0048229847144121,-0.006141283917640558,0.012920983405086215,0.00653197765027633,0.0028478715290613816,0.00873455823069746,-0.00544057638485921,0.0024686456083151324,0.0007898975283382672,1.0005561921027062,1.0166398442031919,1.0099170070873766,10.99350873616523,0.9908917084716634,0.982821968620115
59.99859756695416,0.9794394591011526,-0.019116986085707357,0.003616889949429111,-0.011847433096390405,-0.005946323945839592,0.0016950624849739896,-0.01810377673100595,-0.004788029845917965,-0.014631806770830112,-0.0005291417466781827,-0.008012538764670167,0.015567310213226722,0.010963696326693665,0.013366231075954346,0.015953163323447685,0.008685921529129115,0.016248990527030792,-0.01562719639522145,0.0035350443094331707,-0.0173377951276335,-0.0023701596504906437,-0.005261956760952439,0.009553735522872232,0.5790581289858375,30.493351381342926,-0.0017010664136702903,4.000610424563266,0.9918388714223373,0.001546868947987005,-0.0038415166492810526,1.0088449824442343,0.013908758689594772,0.0028271890161243977,0.008872883047081,0.0020560646441428214,-0.003060277529047502,0.0026035137095305532,0.00655526456011779,0.9945790146663672,-0.015123267511267514,1.007808752526536,0.9961586315604762,11.009966086354162,1.0034039879532568,1.025038568898834
60.00964661564902,1.001076560486841,1.0079860406421857,-0.002489997881206577,0.00364798026943289,0.02022705381059466,0.007907649232768273,0.013201049656687969,0.011819424852231362,0.004946495116023187,-0.0038644643314112406,-0.005857800205997157,0.0038478771201890423,-0.010375473445228402,-0.011409783667202132,-0.0033043565029364373,-0.0027665054868997747,-0.005110669994948983,0.0019560898390313074,-0.003259058658925815,0.02913633531273963,0.017856671432443516,0.0013576236703440473,-0.015464017763948146,0.5762709781552875,40.01571416309658,0.02293583113634263,4.010856038573877,0.9876114318710048,-0.006915449000795786,-0.013107666681463896,1.0018690926034495,0.010324951078702212,-0.013632157868374122,-0.0016334331965414978,0.014242121717465384,0.0009031646697329926,0.006379593175589286,-0.005588099884804713,1.0090325810045553,-0.0014051214609900743,1.001937433480942,0.9944406037572795,10.978059970124178,1.0046538586273317,1.0127413477027698
46.0044722479046,1.0055217914568182,-0.007695148725470894,-0.0006148195045053188,0.0006520854910029032,0.010001162868257233,1.0233991318195492,1.0134476282798726,-0.0032831398090953836,1.0132707063862807,0.9991348885589646,0.9884660073082735,0.023246317075521807,0.008012111336219254,1.0023775574074474,0.021121619969018596,1.0039258147426129,1.0002196823618341,0.003583691506523396,0.9985981486847256,0.9941691725777067,0.9920256227777161,-0.007406136558352744,0.9875063356911293,0.4207442176026306,31.198609964857425,0.9960464222170727,4.010995072055366,-0.006340738658005631,0.019991088272921606,-0.005843905076004435,0.999253261494215,-0.003998678955158424,0.0007043486597377211,0.008348534071120229,-0.004641922203744407,-0.009038951965171595,0.003912257353838121,-0.007056694924595583,0.9845841382712514,1.0046179993037685,1.000282996900836,1.0105252301500776,6.986135290337808,1.006293727200398,0.9844858638670309
33.01295114396387,1.0005234417539701,-0.003843908180502046,-0.015390431842955018,0.0063991370505267035,0.9990375279286938,1.0095685944893866,1.0126758243299858,1.0036064090335113,0.9954650362293491,0.991864798054465,1.0048032360841077,0.015839292767055726,0.00783622349806576,0.0004211632670041507,-0.006164989614958513,0.00711574020664689,-0.008074677288967571,1.006754944971291,1.005240182005159,1.003256802233518,0.011838125291073611,-0.0008558613485555592,-0.0009815103602273524,0.9975877075183598,25.01800528586217,1.0159387593311293,3.998797599834339,1.0116084450827059,-0.00568843730076578,-0.009554617302708129,0.9937682141605225,0.007930799234278679,0.0007266706332195693,0.01375027252255119,-0.002927516234604865,-0.012152980190335554,0.0059920276602334335,0.01808237841438465,-0.014627034077062123,0.9978686818371933,1.01851591112946,0.9927698713595144,3.9999467545448404,1.0029603369675915,0.006999359910436751
32.997230681092816,1.0011657989419491,0.0037260319572314533,0.013073237198116006,0.010892857681086646,1.00484835225557,0.9875435326331405,1.0013592987091486,0.9939140637719108,1.002985749643756,1.0080757096208475,0.998081785251339,-0.002389875872578588,-0.0010850094172223886,-0.021531093092661237,0.004934584297737229,-0.0025060516526092653,-0.00957718779840065,0.9968196618397968,1.0137561616240933,0.9913582515645795,-0.00010490255755863897,0.0022818302019618013,-0.003801100929209715,0.9984626410461935,27.989583875621758,1.0045169715149058,3.992386080602625,0.9948279111528695,0.01794911367408423,-0.010620543347150704,1.0133625978336425,0.011493810863318394,-0.0006802732720802672,0.008287829979176858,0.012087070590783785,0.00831968473030024,-0.013806611413153343,0.01200381630408261,1.0173854516631147,0.012160648839505428,1.0064649990577288,0.9965090904378946,4.001213084811947,0.9967202260290984,0.016377934375172373
127.00661972411851,0.9962595159464575,-0.009969534614377716,-0.002041202679767431,0.010011837466084035,0.9916811680428294,1.0077953404251234,0.9922932627032572,0.009211121198423827,1.0032743510927598,0.0052734639106743995,0.9924560377126375,0.9744193730877383,-0.0034203329684308866,0.0022706084419295935,1.012227889106906,0.9940815146358349,-0.007445866881053895,-0.007953014366247617,0.9993881766923254,1.0127149246542064,-0.004942929449479493,1.008325471252001,1.0021454056898738,0.6774505233116427,39.202187356466034,1.0077630820313346,3.9906338143691866,1.0087397805171194,-0.0060947004622061846,0.002055625451711903,0.9984251426506603,-0.013461004453337018,0.0019268316394299323,-0.011008469443596678,-0.01896180119709601,-0.01163484985831362,0.009873996394530534,0.0128295906883262,0.01101294385784668,0.9974280805024558,1.0149070619158371,0.9993398469843636,3.9853180745954617,0.998567400054332,0.99667830775629
126.99761273542832,1.00765605993826,1.006599595487942,-0.0011023221386609171,0.004544756515266571,1.000569088848635,1.0184730318009452,1.0054281741827393,-0.014218358815243899,0.9903271709333443,-0.004754698426153333,1.0082555595564549,1.000936503064503,-0.002722322803126856,0.01144322481412554,1.0172756622240269,0.9928915286003146,0.0008110594776883561,0.023748174372805728,0.9960706144548985,1.005429250368761,-0.014024361765523453,0.9864652328258505,1.003345722840379,0.6687517202124731,42.20301379254973,0.994140811921841,4.016230229147833,1.0018449548802815,-0.0004813214260714301,0.008031931628502598,1.0083284609211265,0.015348730498372995,0.0029569509282799146,0.002718235672440159,-0.014538210715491042,-0.014940840596915255,-0.008979663323454755,-0.01011700128965545,-0.007391862355167508,1.0060660515474613,1.006150290158216,0.9913386793775273,4.001921128195029,1.0021069338364754,1.005951179465691
127.01686639979172,0.9893218217145622,0.013906272382489157,1.0097106085025627,-0.018008504084104586,0.9977394092982547,0.9872332840060529,1.006549858877532,-0.011118131860886567,1.0140807655082702,0.019358054207012892,1.004017484405855,0.9879219976977665,0.002751202601481436,-0.001712720884401203,1.0090014148839672,1.0248574139999318,-0.006173485644262595,0.013660858213450831,0.9992867592841677,1.0100283323836652,0.002361054031022933,0.9857739182410905,1.0010992598680848,0.6658008057946898,44.199651123054366,1.0155853428789874,3.9820373199301047,0.9984780175627807,-0.0022390589725212215,-0.015240555574356714,0.9994772800218448,-0.007986124952994802,-0.0012945538890443825,-0.0005457631156898735,-0.006058539254813255,0.012160448966704507,0.0033764124164957984,0.011518300295179537,-0.006145648619641063,1.010358080049401,0.9766984373712552,1.003925777566822,3.9944843192141595,0.991221167072225,1.018736274523727
127.01614705697872,0.9944879461575756,-0.005223987627258202,-0.0037355362501150873,-0.009337761514731226,1.0066098561191772,0.9940436388709066,1.0004030232678804,0.02920584586080805,1.0091415546785292,0.0052700748152666515,1.001167948647168,1.0092555008371538,0.004506575930793354,-0.001919003451010043,1.0115979796726244,1.010014241782121,0.008475298861249878,-0.0025139148762609023,0.997939930704256,1.002668663083493,0.014561501908890547,1.0010684082768362,0.9939403931781493,0.6771835097378802,49.209670006649134,1.0105785240935092,4.003310007579229,1.0145916306027212,0.008274883731000767,0.015806811764398788,0.9965897007457469,0.014708070165959491,0.003680969145770545,-0.00939748978837805,0.006200254369020071,-0.0005505734696330852,0.0015301285922008337,-0.0047456402057714005,0.9958844324679413,-0.011112285320996083,1.0098396126226157,0.995870917794688,3.999584405609057,0.9924368980085846,0.9872889451975871
127.00803331437452,1.006929392783409,1.0163049262792265,0.007373987659531161,-0.0073711225363913765,0.9995997982722991,1.0090205396610992,1.0070554670204384,-2.0379756895697386e-05,0.9954715919168883,0.0041985829456964874,0.9874140245754391,1.0008836785104538,-0.0026455941226553197,-0.005600261788874089,1.0000938504970747,1.0052841673280342,0.0038597114593875853,-0.002785793533585428,1.003440046229871,1.0060278484535863,0.0038929677491087718,1.0009528296842554,1.0189998365768478,0.6613742489876723,51.18663622524753,1.0081800194239476,4.006896365484324,1.008366447310548,-0.007996447100771,-0.010128163706262999,1.0125353369891272,0.0002624346718175356,0.013192135238963907,-0.03290754263299945,-0.0021390632945368407,0.009168500342095048,0.0035872755398739594,0.005085735372020958,0.9834164022669408,-0.011164685847560385,1.0266378101245692,1.0249448432513415,4.0114864340282415,1.0116625408479245,1.0099411686222084
127.01338116935727,1.0056074400728676,-0.017879038540796362,1.0026116282845627,0.0036847211013273603,0.9913126142766961,0.9913980403285011,1.001668361892572,0.006282481024733329,0.9875342221625766,0.0008482438457276244,1.0146826895411045,1.0056384177524547,0.006213196807763487,-0.004425582571499346,0.9958362477551185,1.0174463456767415,0.008093036833309298,-0.013756054891373529,1.0086905299036888,1.010622064712625,0.007986647123331383,0.9897136212843598,0.9981221328811151,0.6675126469568642,53.20831045253886,1.0092189013009922,4.002140270916817,1.0040402103137365,-0.010661817197546958,0.001450463054616255,0.9942620148382838,0.002769332452963137,0.0017030847627947491,0.0017174214954439632,-0.00540321744649119,-0.01018600194684252,0.010543179051352389,-0.011254105238567569,0.9859872749287266,0.005713964983591598,1.0010877962151163,0.9794832128985034,4.003828317920492,0.9967168616317247,1.0057819260174004
150.0079094654679,0.9925505459125947,-0.00018640820993872552,0.0083777657395009,0.01521130278457701,-0.008637644364660654,0.9931820332354183,0.9978140660350572,0.02773641020103298,1.003448429644472,0.0068611478241719995,1.0131184713544092,0.9941511083136803,-0.007586063561256581,1.0042540727192533,0.9932035321675846,1.000050330956046,0.01596078899932482,0.9776668367745496,1.0177918010442863,1.0022389576567068,0.002753905545893535,0.012557468835273478,0.9913474223848622,0.540626542225771,36.20453563736558,1.0013935437259174,4.000712263307319,-0.012007728963545973,-0.0159515862095318,-0.010094753937868777,1.0015424627748948,-0.007028069143079893,0.00589540665383971,0.00978036630946237,-0.008218829833659154,0.0013763290226649655,-0.012387379942145883,-0.008992468209168618,0.9855699920370674,1.0140371319813053,1.0023910160373548,0.9988327725063446,2.008414786763729,1.0043708483551352,0.9813279661524528
70.01056464861621,0.0031662504137925885,0.01828773590131654,0.009183096199196687,-0.023490227173035602,-0.014148445852160416,0.01231908494865166,1.0253590563215564,0.006521577937302364,0.0022424024680236165,-0.009866892060195545,1.0042254514446727,1.003117955928228,-0.010438607843141792,0.010322160440863518,-0.00949916979655849,0.0007772971226000197,-0.0036552595902708857,-0.0003449550301443696,0.0257275906282149,0.9883068889155291,0.015143425349075345,-0.004311426506738532,0.002902188861205512,0.5254469993498042,30.497123966253262,0.008547233255834666,3.995775150048463,1.0059910953941187,-0.015759632386998963,0.006525957140146245,1.0031527411242964,-0.005388601225062967,-0.0007018734283877699,0.003871091147764513,-0.0029310590711292216,0.0018727581086073997,-0.009362959916017355,0.010596626807339131,0.9908002143172406,1.0085570459578928,1.0012766570162779,1.0047966878662882,2.0029268122241666,-0.007986096901675614,0.9989789055812451
127.01432193933621,0.9941312067870717,-0.00919199948967633,-0.003561483797501993,0.009238864655291506,-0.011034815177573654,1.0049520084977994,0.011539490567907498,-0.011573804800242575,0.008061071056785442,0.0005005503009998146,1.0009334871704707,1.0003276956239782,-0.0056746669383899466,0.0024025087258409223,-0.007794792021118122,-0.0055583684421273176,0.009001676003934249,0.020958068252024533,0.0007353869035056937,0.9889962701062099,-0.012647232758045315,-0.011268610953372964,0.030101001692691597,0.32605301576230017,31.98593598037313,0.9870408080301203,3.9923070242335554,0.005825588054844141,0.001488026613602261,-0.01084780465674403,-0.009102609997811158,0.031398516230928736,-0.0037080212070807286,0.012197452958777848,0.9812847049078084,0.0032225911878363835,0.01071143568497231,0.009072905955748107,0.003886928470436652,1.007600270251758,1.0231487744225471,0.014026738346785287,7.997985945651439,0.9960372188049396,1.0001133132255708
127.00046341391925,0.9893639439217956,0.0036910731750495374,-0.0031596212453478523,-0.008874519659304338,-0.0060120727667454885,0.9861212542913612,-0.018002294626669683,0.005150340387286717,-0.012275669178512656,-0.00869713074586256,0.9989221295690637,1.000919868848607,0.008307631030492079,-0.010249548004926268,-0.002897051028548504,0.005797131205184704,0.022622092876965018,-0.014123007405195327,0.013310970935410687,0.9995574974029391,-0.006974679715847084,0.005302578867681124,0.010999052555920114,0.3460949430523432,33.00784789814103,0.977851564411927,3.994855872965569,0.005318020194076366,0.006341857646023622,-0.003680375075694886,-0.0052039763904418645,-0.005107725839205601,0.004954865001967007,-6.913890790038507e-05,0.9945261333972277,-0.0011757559589211952,-0.014278778479566498,0.005713670588325365,0.9949879173130859,0.0027710005155443065,0.9999293364461651,0.005880630894902047,7.994192338676793,1.011214939390523,0.990571535014059
129.99146048682974,1.007550956388932,1.013290619416623,-0.006367611305454279,0.0015881934897122394,0.9719054101426018,0.9924145239699377,1.0038864159876386,1.0012276335469952,1.000976921053106,0.9980019631349963,1.011259372600504,1.0116632901343012,-0.004708506483957375,-0.006826325241497229,0.9918248858965645,0.017778848307054642,-0.01317295781875102,0.012697542279784757,0.98855003277569,1.0004104897660886,1.0121034320779005,1.000202215282607,0.9894114613017077,0.5277886874842782,32.54419196759833,1.0097689379753731,3.998640967128582,0.9964356502775892,0.00565061018601408,0.010813307212153764,0.0025440259831950134,0.013786098195348276,0.00014177180090196956,0.007248907989979637,1.0007899194128607,-0.00847937372707438,-0.00929892574108643,-0.019413533381134024,-0.005871334434823715,0.9955716288747049,1.0199394696941277,1.0148413768577664,7.024594524340382,1.005005428301184,0.9976350767154334
129.99541859747512,0.9818548941454538,1.0025722448600562,0.0025607737482717823,0.006376212752710339,0.9995846034426011,1.003482211406859,1.007095647611826,0.9956677469865307,1.0027008418193777,0.9916479248087362,0.9825032624177368,1.0065777092523338,-0.016718518955000657,0.007195382760757475,1.0088050534598982,0.00555731961716967,0.0036354059081555984,-0.004393948754371205,1.0055422088621562,1.0029560966152538,1.007556481107081,0.9882018125789405,0.9949010539335069,0.5273888251000776,38.564149673444994,1.0049652827525573,3.990690342403657,0.9952335995291588,-0.008981078348199894,0.00614247058309892,-0.007634827570131575,-0.011110222365919648,-0.005084964281500208,0.006896005637637567,1.0026064371132644,0.01709258161034004,0.009236434013615409,0.01445044165371806,0.9721054143147233,-0.010320021554355005,0.9971317226809573,1.0114380834368428,6.998517132263966,0.9931532902893222,0.9938786123214628
250.01105993513346,-0.013075198220873588,0.006210775595451373,-0.007935918458449395,-0.00398028406258872,1.009502572554575,1.0000204273167537,1.0085546291968888,-0.0005224545174649134,0.018512668123630244,-0.013154494364610914,1.000730777305528,0.9938210321383916,0.003937774315800374,-0.0043345678704715665,1.005645154514442,0.011785576620424279,-0.0007375335710398731,0.008633831782969737,0.9940016526192469,1.0036830766527614,0.998461230001523,0.0029776262605836134,0.001560690811696506,0.48806917557723395,32.32105474149227,-0.01169675987677716,-0.005237502289085622,-0.001097341793157217,-0.014317656653470755,0.005141585179852857,0.0070145540495717305,-0.006129170403024917,-0.005101107106814047,0.0034288639910903785,1.0102357820351566,-0.0166253754487042,-0.006925579750569164,-0.005841638526632942,-0.020513031095658187,1.0111407194534858,-0.01464929799848847,1.0250084977560574,8.001638724246488,1.0072073807362636,1.0098182883249118
