Touristenstellplätze,weiter Unterküfte,mittlerer Platz  (~100 m2),grosser Platz (>110 m2),Stellplatz am Wasser,Behindertengerechter Zugang,Haustierfreundlichkeit,Waschmaschine und Trockner,Aufenthaltsraum,Gemeinschaftsküche,Grillplatz,Gastronomie,Shop,Hallenbad,Freibad,Bademöglichkeit,Babypool,Sportplatz,Tennis,Wifi,Spielplatz,Unterhaltungsprogramm,Bootsvermietung,Fahrradvermietung,Öffnungszeit[%],Preis,Informationsstelle,Sternebewertung,Mitgliedschaften,Region Berner-Mitelland,Region Berner-Oberland,Region Freiburg-Neuenburg-Jura,Region Graubuenden,Region Ostschweiz,Region Tessin,Region Waadt-Genfersee,Region Wallis,Region Zentralschweiz,Region Zuerich,Hauptsaison,Nebensaison,Wandern,Strandzugang,Aktivitäten,Bahnhof,Busstation
34.996291930420405,0.0037152683292321197,0.015337796842861231,-0.005719808585851091,-0.017515840731420658,-0.008106570062799485,0.9947190699467227,1.009604872080778,1.0029414319027747,0.9893882864635738,0.9905909143892723,1.0123590950539403,1.0052852813302362,0.003863605548524676,-0.01093697568623174,0.010230925151261661,0.0029556609368716165,-0.012216530277773774,1.006292595553387,1.0042171558922852,1.00343490518068,0.01573744665814752,0.0042119220279940184,0.9931060923618634,1.008223039254448,26.009025009097392,0.9940174962570403,3.001753212896956,1.0098273941801161,0.011784176284532466,-0.008437092264407182,-0.0035976046150100307,1.011930726653922,-0.009570677610043777,0.006357910063779593,-0.01018549646513014,0.0001215185998664177,-0.0006690220425605888,6.527493904679367e-05,1.0033997150452496,-0.0005817761433257884,1.0081563162502685,1.0043868060976069,2.017449976800652,0.010756609393138128,0.982926699496226
35.0010716919862,0.0056681526400628145,0.003241456899342051,-0.006135463382254718,-0.0076238660016488295,0.015896616051989245,1.0114391059988252,0.9912507533928753,0.9923921395329565,1.0168281363716918,1.015251513030239,0.9882757447319478,1.0182366403167777,0.00028584670342219595,0.0024785186098969913,-0.0007869536374140712,-0.006268862093202803,0.004021488633983867,1.0021483037545997,0.9948283782681598,1.0157493278671674,0.0011650139297941689,0.0011173810777947457,0.9980233296201533,0.9980485021299759,21.002804786855673,1.0062427546250639,3.0007393328859058,1.0013567953149547,-0.0058829975407598345,-0.00782787140065263,-0.003204579276281166,1.0059038372799622,0.024760395576642582,-0.006799948842081138,-0.00726373865985801,0.01155247700676418,-0.0012114618166946059,-0.001049273662921213,-0.004493874930371191,1.0163243408871043,1.0018736970914086,0.9938034457576742,2.0104616826509907,0.003465568324950295,0.9870938844972166
34.989177873368234,0.00679651568953181,0.9935281511937102,-0.019575772347977395,-0.005058081013860476,0.02223735448015109,1.0003660948286894,0.9802465050572665,0.983400297351637,0.9945567624016945,1.0089430644888497,0.9988882395304997,0.9919334244638652,0.002752130849012808,-0.007783219964004253,-0.027070930745015456,-0.021426789868924705,-0.002595342747439593,0.9804959255125276,0.9864345351231326,1.0190006612196507,-0.0037281806277319174,0.0035477128328464196,1.0150054351691056,0.9882678138661313,41.013018012116675,1.0021251646135831,2.990899465261829,1.0153156417404838,0.002305229221452458,0.0028452989979627376,-0.014996388156314116,1.0108402332687507,0.003902887420662154,-0.015346070817390079,-0.01664158603799764,0.004388856296853374,-0.00864083032897205,-0.004248343778888048,0.9981544601478923,0.0024189425217564847,0.9961617828985341,0.9982444662685392,1.9883526954401118,-0.016756831281508424,0.9995375380505749
34.9981928653605,0.004051245462964494,0.9930325060550872,-0.001198963385959433,0.008328079360745371,-0.012135643234391461,0.9931998973525973,1.001882202917972,1.0063334225395766,0.9894067735985559,0.9764144059155992,0.997602498127811,1.0108932203170746,-0.002385634676701023,-0.0008554866732274815,0.0009498242512504852,-0.01228149687443589,0.009272831288448316,1.002044851284676,1.0097733905946482,0.9996893715447069,0.006850870652485386,0.008510872426294223,0.9862918995116207,0.9917715639180904,35.98989258182532,1.0046638332073077,2.9955315211869675,1.0136875797191969,-0.008924982605124985,0.00144298719565108,0.005383657145339049,1.0056074042286973,-0.004316718234896787,0.010695398130068496,-0.011553097704527223,0.008766110992656166,0.007264878843574584,-0.013237867107356542,-0.010028381737463577,0.9977187360433304,1.0004930774963907,1.0037254604925476,2.0072475128467984,0.014432463162836504,1.0150494284744536
150.01138502222432,1.0124091920630494,-0.007434073833295255,0.004174269766400414,-0.006754626520236142,0.0008835613845989874,0.9888432975534102,0.9916113981679262,1.000195691624605,-0.00022620995508639487,1.0063041999950506,0.985903273992213,0.9938370953659196,0.0020086233689583684,0.011277844529441548,-0.0073714378471399136,-0.007920037481292613,0.010438147837685525,0.004295858895132151,0.9895068592632691,0.0016917802086883482,-0.011180203372175616,-0.00416109648819586,-0.005241966174214229,0.29421905771898027,26.988618661487482,1.0137121958312438,-0.01381013425280338,-0.02255024467947434,0.002419903803513716,-0.0024842005466795235,-0.010498162013962751,1.0075854162480744,0.0021060806458514584,0.006602502302867023,0.01076886118534979,0.017863867337213665,-0.002610735883822795,0.002473976231741515,-0.017259936431062207,1.0155509517176688,1.0185326909694958,0.9902919582709019,11.011561578956162,-0.010700346842757351,0.9923762083415593
150.01105801422096,0.9773036333813453,0.9872934543411951,2.1032366412644825e-06,0.0011357064202673415,-0.012077521766484014,0.9924886931681699,0.9906177582716101,1.0090870869088069,-0.002574782212136367,0.9930912751139116,1.0203651851497364,1.0041717877597676,-0.001376322081612007,0.014162083081468903,0.013227364770550929,0.02041327339876575,0.004849854140724198,0.018807734138773905,0.9926417842677023,0.008614747002425633,-0.004076319301174355,0.0008703005536194835,-0.0029849572344233005,0.3075421924552392,31.19712594241195,0.9933622612893488,0.0020717783970895963,0.0026698561726422572,-0.02582487615368178,-0.008095739643381363,0.0069335061372382475,1.004015713321584,-0.0070797213034160915,0.0007389425495381788,-0.01212862332930382,0.02836394637447686,-0.008866963618227985,0.0015190629101402107,-3.1349138661048694e-06,1.00037781490356,1.0036620338033762,0.9870356217328121,11.002175417137831,0.010225403601793455,0.9891241772774731
149.9948892966285,0.9892171493591316,0.005107914144654788,-0.00013708819092503617,-0.0055905757198950155,-0.011159696528864312,0.9975158496502499,1.0065392888677287,0.9986386114398237,-0.0008028540042135699,1.0195777677893816,1.0179272730279367,0.9958155154267544,0.006648457710418751,-0.010487840968880342,0.012483988300693076,-0.006787172950920528,-0.0008297797468428735,0.00205352172698159,0.9966884628026906,-0.01382407475728934,0.002560884401274536,-0.019265301843734952,0.0072118845518936835,0.2956090632297446,31.900655449979393,0.9914798524308014,-0.012034519399066355,-0.00613258157733882,0.012156412303070303,-0.003556076687734303,0.007312086413613243,0.9986145386476184,-0.005274755762254723,-0.016445424670213055,0.009694576503887865,-0.015122558516663,0.010326965190649065,0.001127587245667886,0.9898298141416427,0.004280282951789902,1.0014188283004326,0.9825140609632903,10.988787145854063,-0.001683280072600529,1.010062263111421
150.00774803454775,0.9999622066114228,1.0104613481384601,-0.0072190392258501945,0.022398012096018924,-0.0010964383806899747,1.0060192174029563,1.0128663491696341,0.9957868502092335,0.0005829614469811539,0.9953755172281085,1.0022440637790142,1.0202318038624425,-0.019166051562613178,-0.0076737938964062495,0.0017590672689188041,0.0010984884751165068,0.009597416014500319,0.005071013341416745,1.0051235518446688,0.017920346190428923,-0.011849143092310088,0.0067367630590353215,-0.008144142040586697,0.298654206073789,36.102422726354405,0.9699802696076673,-0.006187141821180265,0.01317858774529404,-0.0031325267008955973,0.008877451834273072,0.006705268778634583,0.9983547658973059,0.0061363689407624225,0.005567606110581527,-0.011646747417517405,0.00622561838740058,0.00498346029438773,-0.019635267018045483,1.0078833109258871,0.00862194483252626,0.9968578264670794,0.9919198724838094,10.995730065904105,-0.0024081928620212885,0.994767406393812
79.99134825588277,0.0034302343943082396,-0.004798097938858831,-0.012627780627034763,0.0049291277077839245,0.005620410710513881,-0.002599172548134449,0.999018023301692,0.011700175017689886,0.009853429103803286,-0.008117920096631516,0.00010751424171805543,-0.009264370849892373,0.024430196163330642,0.0034212648792063534,0.019555239558234055,0.006126278630879175,-0.00464140402060892,0.008370257296797726,-0.012186714913480157,0.009285597921430187,0.00682860949034346,-0.00036336598894324754,-0.0029748475249104884,0.7959776892981032,40.3977448669285,1.0086843708828617,3.000688081892898,2.0126963744237183,-0.0072375159579864635,0.011021146238815355,0.005113362130189703,0.9976542782805017,0.011742051038534753,0.0017524202996645267,-0.009464520787719633,0.004123712104581573,0.016918289418637267,0.02137448842443539,0.005101559458973206,0.9866267510852725,0.9981881797109002,1.0056378455880333,11.0192550217203,1.0046999520999107,0.9939600304320584
79.99558665263547,-0.0031797531199145353,-0.004589101519066146,-0.010815736688291864,0.012749416282425857,-0.01060553857147891,-0.013560266071099182,0.9958760337798156,-0.001576873753102295,-0.012093431159700423,-0.00543146516539466,-0.01348012502442406,-0.004614424895038536,-0.007010328450451189,-0.005598972362554196,0.016069669842793354,-0.010391787071516573,-0.005548947198097034,-0.0050585531837717915,-0.0006186562243466766,-0.014965201714598789,-0.00039430328415880725,-0.01444783438099545,0.004627812815159082,0.7942257532104318,48.39088946232869,1.0052481260564659,3.005894502558849,2.0055565228614873,-0.0025026848144792907,0.01135574617183406,-0.02271066985190119,1.0030853337646748,0.008613883852648656,0.0006710710267447059,0.006397743077489875,0.013483005892279186,0.007326089261816366,-0.006455548326466527,0.9956686512425369,-0.01600561789955469,1.007345600649562,1.0096332595781798,11.004801159771167,0.9978074161536855,0.9987136433669905
43.99760448837462,0.9821189665902672,0.007587677787935794,0.00816627916087002,-6.322659774688504e-06,-0.013028757433236282,1.0038357708887269,0.9805160481759416,-0.007823277188431864,0.9938100064723655,0.9937687735853902,1.0015384817817532,-0.001735962767691527,0.0035642377756824675,0.0034219429585272856,-0.004424513048770507,-0.012141700099565412,-0.008186430575876298,0.01347964435413522,0.9982091993323625,0.004105688758631522,0.017584380160046712,-0.016517902788699714,0.006539331229658349,0.998457608741541,35.513307219995134,-0.007159319812294005,-0.0002362763302152483,0.0027040497004670572,0.014598408864540413,-0.005565774323068152,-0.02287370381958457,1.002700595504658,0.01004896761269755,-0.016196453665354927,-0.0253654200353334,0.0002204849787933631,-0.009958394655453394,-0.010096672573086536,1.007907107132125,0.9968158263082841,1.0109903194385703,0.9994338085589354,9.99760600735785,0.0023930765756983788,0.0008534151438197605
249.9965954766342,1.0001193760065183,-0.010474139169247202,-0.017504350929896002,0.014082218509532219,0.9941699647150045,0.9972226280645345,0.9874334274738784,1.0049882294887575,1.0248450457807063,1.003303286626927,0.9946114206500125,1.000348061990696,0.012363012643279948,0.013694758588510814,0.9947886689100044,0.006915337581277163,-0.0065696013505957196,-0.006212645741273056,-0.007471299279835204,0.9951352970425551,0.0019093633485127582,0.016991713000914524,1.0031422063027209,0.997144363619942,35.494077469824646,1.014090788272971,4.012953138750866,1.0062048102618213,0.002302005777227611,-0.006499923868953332,0.014278366538629923,0.9907718990798443,-0.01150406121238461,-0.0128738059092352,0.0028355372980116565,0.004318438275452284,0.005766416919369444,-0.014368429720374718,0.0054338100018449355,1.0009301318721968,1.0051175611352277,1.0005245764390798,10.972259221697655,0.9981577426812774,0.9812155136452967
249.9992471338311,0.9837991327980041,-0.0006739491104831537,-0.013174134445601685,-0.003115139476794377,1.0083291743666147,1.002755328719485,0.9953923033883141,0.9877921858689469,0.9799318168166271,0.9970037833558033,1.006634859647079,1.012225688983951,-0.005625081568607976,-0.0015783011524601962,1.0050912098181315,0.0018009296696130152,-0.0052135169201675425,-0.008578013814009551,0.001569538425427633,1.002289558308503,0.006590678846363058,-0.010261157066190527,1.022439195624458,0.9958859520032182,40.49490603769859,0.9959276313102451,4.001231773955776,0.9861502126924638,0.012379401464402279,-0.0182308047646169,0.0005586809657950537,0.9884348061836691,-0.017922890304405362,-0.014002396793692981,-0.005361785413683755,-0.005212519239468367,-0.00620819447097694,-0.025414703641941126,0.9938383275059114,0.008979444025919117,1.0109853600786973,0.9986897169928936,10.993130040901368,0.9887295535502924,1.0076440047485629
249.9974583157213,1.001426122774189,1.0127923362449986,0.004017581622318553,-0.015048403437588955,0.9875472432250061,1.0072697366846886,1.0038200154817396,0.9923914215919888,1.0036387961859867,0.9871544053226956,1.0036864362670852,1.0049811982750283,0.004075898746880634,-0.008315694218301133,1.0139836708038348,0.006497066147140479,-0.010318206883149673,0.0011571389937548968,0.011852994437471934,1.0233221159475039,0.003817646600903738,-0.007793390306564777,0.9941356732310309,1.0054741165322596,41.51122427751129,1.0091049501853837,3.9808244113841873,0.9942613047109448,-0.0024714592986064994,0.002043895654391919,0.010672990954122337,1.0034595799147934,-0.0007107064835195997,0.005930554931513092,-0.007184511702621297,-0.007837942198588908,-0.009122150525352713,-0.002803688221270747,0.00917690352380578,0.9834958803162285,1.0027846698347196,0.9998722525406012,10.99706891380615,0.996365463363358,1.0179291056222275
249.98141943028847,1.0067151249845436,1.0160703597954874,0.014538204735661088,-0.00442407146393931,0.9905497629817025,0.9890268882374016,1.0068648817794306,0.9968796663385932,0.991927956375932,1.0060231446891579,1.0131425196870407,1.0018294481153702,-0.0062467370093920015,0.0015470981978976544,1.0065218015163304,0.015399136786417448,-0.0020976172815136336,-0.005183964229944473,-0.009753635238379714,0.9914809715281676,0.005079947219769992,-0.013586291422652644,0.9997334055513798,0.9956639626132817,46.513926164303975,1.0046928996336737,3.9913090845639796,0.9872006830170132,0.005366187223205985,-0.011997480066541069,0.007134655044288919,1.0025064528655363,0.01485879088136453,0.012168626952765884,-0.00505563181840157,-0.018414069954522636,-0.004475746394965444,-0.002551745841381914,0.9926316657728864,-0.015554422847968815,0.9965403928040664,1.0037647607779614,10.993471253999278,0.9956710681323504,1.0020947942728444
126.99998335741152,0.003111189210741418,-0.0007939409535589514,-0.004793380422110399,-0.0007170919549878248,0.006791834074430102,-0.002970956736609367,0.992764508381911,0.007535163601446153,1.0069578468455238,0.998206010192182,0.015677772924343993,-0.0007826231412758327,-0.004104601354747874,-0.011493600309714398,0.012863810170336618,0.027932827965584075,-0.023336196272579258,-0.002267883767173427,-0.003400527646617783,-0.009823336057551186,-0.014882367338785984,0.02153750616732487,0.008793008780390086,0.4103548195277602,32.498864621683516,1.0136682491910072,2.9989604471094853,-0.0011683005604096618,-0.0009017131559169776,0.007669253301618387,-0.007878438911548425,0.9956641859901904,-0.013632723617261946,-0.00042340724263662617,0.011110911438909396,0.004140981916047983,0.00016658972908528748,0.017658561385279572,0.998681078033531,0.0028391577802598716,1.0138901221511376,0.9956869077243649,11.00372753158857,0.9859575663766986,0.9954703032672653
126.99721289469643,-0.0037917058142989822,0.005399532246360388,1.0132385000170245,0.005383234718739702,-0.004626208884635408,-0.018245925932789446,1.0057591480303492,0.006465260009550895,0.9956101705698889,1.0169028904160473,0.0022170331286535954,0.013927369049968469,0.0005226302435650197,0.012969714405196689,-0.0005707962929442197,-0.008705585498028088,-0.0003700800718684768,-0.008934589972197812,-0.0015231787646624107,0.011807688513639678,-0.008059899813863007,-0.009114486449548466,0.005683095914355889,0.41459212110491933,37.49549750835915,1.0088176415783197,2.979483002102547,0.01341549020851137,0.007280936111241217,0.010746493281294523,0.006574936367871932,1.0055851954429507,-0.01614770054143672,0.006648791384298436,0.0011189100150580586,0.007189627508350503,-0.0013447500376085025,-0.007661486431870204,1.0186790772134702,0.003066121019867162,0.999454273785108,1.0149318871169521,11.001105109855214,0.994480967736294,1.0038802128154074
109.9962502906648,0.017889491769403285,-0.0056138755588893505,0.0006856486694416475,0.010653717889409102,-0.0073882666564338674,0.9928942509608203,1.0004584787952795,1.0041798777530775,-0.001711381289110776,0.9950982314454653,0.9923438496145728,1.0063054864510799,-0.0068434891487433236,-0.0009820802643872879,1.0197760312234312,0.004653354800878151,0.004271739915067594,0.0007091136157731379,0.9904398963507507,-0.0015529435759782243,-0.021437418361656066,0.005420356193837639,0.008705532201777567,0.33523444459701596,34.49541780984515,1.0026199863908363,1.9980900905117018,-0.013197122423556223,0.007428206071028662,0.010220344159856364,-0.0024891528074384504,1.0136088269498456,-0.003304615465818046,-0.00277152968272412,0.01735433948022631,-0.002986037124416638,0.007107631683845341,-0.01713618338277597,1.0063728770969078,0.9900251544488505,-0.0010421297222793864,0.9895387106467248,5.000273485580656,0.9984113550706476,0.9964862958412539
126.99692347205031,0.009178472492043385,-0.0021100682876311247,0.003959941503615608,-0.003217804780671501,0.99931102769314,1.0021737246091507,0.9950386712967219,-0.005836160121908296,0.002482808103930543,0.9930408058561749,-0.003827927836042803,0.9998299416069821,-0.011748668081430004,-0.003063121676974328,0.011117040182611376,0.017514687223122907,-0.010973001648620195,0.005464483303824326,0.015663168899209524,0.006872984058792018,-0.0043671016336700045,-0.010877032851549347,0.003413308615385228,0.4967675885278887,31.592228117746597,1.0090922505395556,3.0045384365821555,0.0026999015824354412,-0.01592764275131698,0.00042187607481034077,-0.0037308351132947924,0.9835879472529789,0.010211960089875016,0.011584247083323469,-0.00677239853592335,-0.006167916859717836,-0.01663003018453135,0.002052712383905637,1.0094399200635145,0.9857049000259124,1.0188595346640688,0.978543002046612,-0.000475952597303602,0.0016582558308068014,1.030043893835428
49.99947529316604,0.973357750036146,0.0026776506049499367,-0.009828228711153653,-0.011731525606761592,-0.011303449761065098,0.9958308459723286,1.0005101072436573,0.9669070698389822,0.9919289585862159,1.0127837559620776,0.00586158613904843,1.001486513110604,-0.022477964647435258,-0.0036554040874048287,-0.017792954431674154,-0.005998193441924879,0.006943671349922234,-2.2375981663319763e-05,1.0066378509449982,0.9898092257503399,0.0015802501400145213,-0.007481695780430182,-0.0067252842150618,0.5836686372155686,36.800777142908196,0.9930802393138165,3.0336385787260056,0.9706921319495412,0.002275638598946742,-0.02654499915334607,0.01197606790470083,1.000086471323626,0.012651300098354837,-0.01008840070502514,0.008137436629548961,0.0075350284502062985,0.0017216524916513205,0.00702903726290832,0.99706873644848,0.0010755306240640477,0.9894365443488082,0.9892619344587772,-0.010726679433146764,0.9932339666093064,1.0031513565539545
49.9912235187489,0.9870875298779682,0.00459776351365354,0.006310328470512497,0.009444158759835198,-0.013788953762212838,1.0013403263258291,1.001664133145687,1.0112035660649614,1.002762578180326,1.0081063420277383,-0.00279662940850685,1.0021097357697675,-0.0072934302837699486,0.00021997436147485434,-0.003974183324043097,0.01274571914014861,0.0019860328843934114,0.004803906198832513,1.0053636706795388,1.0054411284337994,-0.012916397988101819,-0.01260289382270926,-0.0002330904543170563,0.5834056651468563,33.80026214214402,0.9880765514806524,2.993940391152313,1.0041138321102263,0.012010611976132943,-0.010903309511321442,0.0005001724951336926,1.0145316755209308,0.019207863990221535,-0.004222383054055372,-0.020142107800215282,-0.017895565660720994,-0.01450628905948812,-0.015736283882693262,-0.01273645868822201,1.0153191588737314,0.9777218584774052,1.0025268897859594,-0.0029546948691468408,0.9938358165986719,1.012720957447536
70.00169932618742,1.0116034486529377,-0.011880373283180274,-0.0019265458141227343,0.010100624812046323,0.0002473780210826461,1.0052358955316467,1.0165666191497549,-0.003385480639962581,0.007750522032926829,0.9910580091716588,-0.0064946620032987805,1.0041155722516175,0.011490439403005669,0.004411416628160941,0.007361213245082542,0.013838654284728056,-0.0006892709004713767,0.0026100362646896834,0.0007525465536473698,-0.01000403980473732,-0.0011643879454924066,0.004482387276265826,0.01828085166644186,1.009382886472245,36.79933649929517,0.9921778708605421,3.9970101830910445,0.9990532692780181,0.0032479183184628093,-0.0025385378550374944,0.01267480455052187,0.9895088588841527,0.029931594617301535,-0.013285216845910039,0.01651362208347813,0.005060922793017774,0.005082735177357372,-0.010522828597271603,1.0030680832838028,-0.0020829106013688613,1.0191407128652776,0.9991077367993011,0.01492162913509472,0.996033558041599,1.004415069133929
70.00803644443971,0.9998843674171228,0.010027463093608267,-8.664966255235502e-05,0.00122502216536159,-0.0059706741056163425,0.9873732852911381,1.0140486776102853,0.010747334004040026,0.00022974713864638906,1.0308853625515606,0.004719727421065765,0.9893600439692141,0.006609279933193937,0.0023353403240616304,-0.008442677065155153,0.0003409516661812729,0.0006619040711465152,-0.00803606074132133,-0.0012161770229430803,-0.006477225355896098,-0.00967779150110152,-0.013007507699413586,0.010911963899973866,0.9968520323650095,33.79665204856746,0.9997371978807581,4.009897100633653,1.0153215267120526,-0.0011564599340586157,-0.006158179178105334,0.013744559028434642,1.0030833099665741,-0.003776779758249494,-0.025109148382334693,0.00555015819640685,-0.02203466139129386,-0.0124319732318782,0.006523110833959674,-0.017578943020384655,1.0006943186753714,1.0119184933244485,0.9985005152675127,-0.003710545552097831,0.9918285791749762,0.9962946646418549
29.984214087960247,0.9920814480134499,0.003190561824448226,0.002827328660073296,0.01834324073139593,0.0031563731248445176,1.003647782614262,0.9752069368774273,-0.023725356689299166,0.007089556885314089,1.0003515137776657,-0.009228761729350042,0.9985617325450333,0.0035909743914397,-0.0013070864064592405,-0.0022097968864735118,-0.01358858679811806,-0.015450798798307444,-0.025031098755511173,0.9894536054475025,0.0036157969943651524,-0.0022693190538227203,0.003829294488886974,0.000693442227535747,0.7018996637464023,27.011259115776866,1.001234613693072,3.9992115782045277,0.9924541883138772,-0.008820304453883846,-0.003451451219672973,-0.0036017573797953264,1.0090013878227289,-0.013692794351442491,0.001881733254733633,-0.000984776467346163,0.00889779908748001,-0.0029912619826514483,-0.00582111545819677,0.006621070288475368,0.9869758226251566,0.989888784377362,0.012257843887800544,2.9870002655225685,0.9893532713453334,0.9988910296781102
30.002847798746856,0.9905830667337224,0.004681194135861085,-0.001996321010828661,-0.010745221933385802,-0.006944422825012655,0.9874405534406583,0.9886801615089493,-0.0027457285583894074,-0.010228708013060249,1.0024394182982053,-0.005620452753608581,0.9883587855231668,-0.01173937942573784,0.0009220243816810503,-0.01282515778510628,0.002603538880410656,0.002157731773270728,-0.009850557875681724,1.0125609942265819,0.0019962155924228777,-0.0009214167558553399,0.011426977448504237,-0.009803438317408424,0.7029655008288292,30.512020738754774,1.0190237710310412,4.009831181246111,0.9984379133773049,-0.006708630563247668,0.01606029374375625,-0.014789505655137073,1.007358578862061,0.0043776106286926905,-0.00901158839484618,0.004885471485267078,-0.005754781056015892,-0.002199355850961537,0.015733043831470006,0.9909553465979353,-0.008611993745251798,1.0040566238966382,0.007632268386135957,3.0104215397221457,0.9954839105532073,0.9957465201514266
126.99863916739183,0.005205467634007037,-0.014374263544760311,-0.013842152551246299,-0.007037559396351015,0.0019447779706072443,0.0063613809357021016,1.0009364624444428,0.994508907060936,1.0014301235341947,0.006245465347612984,-0.006243984075931242,1.0164438847521575,-0.010773065423194379,0.0033195168839339735,0.005593095121832027,-0.0015714338868326467,-0.00700428594965847,-0.008923719271108159,1.0098701017487064,-0.001209838118773172,0.005665415338837806,-0.005909878084962818,-0.0035088942355058685,0.4393263389485582,35.0048275399039,0.9960379392144416,2.9908838694490414,1.0204395673133733,-0.006512588941014592,-0.007741170291877384,0.0053893128880494095,0.996183323196278,-0.008168952194718892,0.004964542655771397,-0.013496121465322761,-0.00616064137538205,-0.005723302597012424,0.00919280063336192,0.9947512581718357,1.0096561315325099,0.9740577044182226,0.9986541885322405,4.998986349459833,0.9993656295535667,1.0081050826730735
60.00591382317377,0.00021636982906120768,0.005985698338048571,-0.008706706212303754,-0.01004588074263803,-0.012545991350728845,0.007986339852501854,1.0052873162307734,0.011657520425490087,1.0069972788062242,0.006527434453811789,0.0209134645327862,-0.0004117803608214802,-0.007600032215399808,-0.002457304312402769,-0.0008867236838817333,0.008728848634087674,0.010920172020305765,-0.0004240612814938534,0.0019190569737560842,0.010000117301183983,0.005323114846660467,-0.0008574934689215924,0.0026825840441508366,0.47787318108281535,30.98701380560518,1.0131449540588569,1.996699626536883,1.0061333911390797,0.0012881276515378738,0.0006948825540829653,-0.0009961386117911001,1.0056741029505065,0.00634227877374356,0.001986273553124184,-0.005160572150052033,-0.0037871024074024955,-0.004312722084958477,-0.00820362494662415,0.9934365347192187,1.0000807465149741,0.9985361101113833,1.0086215912172154,1.0051550056362746,-0.001934908483424059,1.0063845234199316
115.00574327005145,0.9955569126739627,0.9894798705497347,-0.013847979358516099,-0.00965962533755418,-0.004474127570626022,0.0011290529916590862,1.0057749365322957,-7.047461807321269e-05,0.005840714972261724,-0.012066474271048422,-0.00626210904965643,-0.013801368329195873,0.007280505695856253,0.0058004555687061025,0.0033314273013729267,-0.00440280283831186,-0.0056469539322657756,-0.018889868807768325,0.0038453660386704855,0.002779290811330688,0.004873904563615302,-0.005258880788344806,-0.014993931516792975,0.7333237475451193,36.99018579172012,1.01473516498289,4.0063825246520555,1.9772272225735983,-0.007196820566321243,0.0018750302104027878,0.003397676941987348,1.007576745093268,0.00013663569101177343,-0.0191629603920296,-0.004906657950193524,0.0034789306258069014,-0.012623063843193451,0.00785289822715665,-0.007415249132930674,1.0061009972748263,1.004548049730406,0.9837023811102563,3.9948803535248,1.0021696807224374,1.0002544372211821
114.9940365295102,0.9974676091586644,0.9908115731504266,0.00381173993528611,0.011156438254665958,-0.00789088060332938,-0.006252939658366841,1.000920935087329,0.016143665850674994,-0.0004021455809441443,0.0012279682583784144,0.005609055944298051,0.005720153433830125,0.003835251190231588,0.004299794979220206,0.0034600177416611254,0.00592138628851259,-0.0022317638537464,0.011272380944512899,0.004109614702621016,0.01303058287747289,0.016854635415231984,-0.001450112010386536,0.004446996619380487,0.7359145270258415,50.005775324637284,0.9998081098479307,3.997323078267242,2.000487264021613,0.009971479767955016,0.010461766013608282,-0.0012622765558681034,0.9917457411708305,0.005873414901211979,0.010015045329622189,-0.002480494654352785,0.0019268023557385253,0.015834353757795756,-0.002388382898640582,1.004516520428989,-0.01296865583408554,0.9943838579407871,0.9865832852682825,3.993911249973215,1.0088397791231514,1.0207200038288409
120.00946987375838,1.0045886486201863,0.00182195191490987,0.005731120541671052,0.0020006439003382175,0.0008379040115647553,-0.016673353808696553,0.9849644387715782,-0.005282618002126211,0.011121268880015864,-0.0126671226192304,0.008333106542868946,-0.03219786799290359,8.124575778264848e-06,-0.0032664312278372714,0.016993632105485004,0.0017480823638241305,-0.016589313364548934,0.029210524346222858,0.008286639453867851,-0.029340115992141133,-0.004713501754119946,0.020746008071181966,0.9872655254073723,0.9950206557289951,34.60371729414856,1.0028839143593198,3.9944250911580155,0.9780938856869568,-0.0016804894548209243,-0.024938458161133662,0.005214667384282861,1.0148286396747652,0.0035689591780470554,0.0026335946308116455,0.002975470819383177,-0.011506203234913668,-0.01545967009630041,-0.025369960881421953,1.010503540625841,-0.0032967598533387966,0.9952690532663787,1.0047109528507037,4.019988341406382,1.0053765483129942,1.001485314326288
119.99201989804905,0.9981751838760816,0.008023853415657293,0.022115405314955653,0.0034259142104926805,0.001644782645348599,-0.007775629075940683,1.0213998907930908,-0.0034739488300583317,0.009795842573645252,-0.013667421134264706,-0.004968428033177137,-0.013427449829892461,0.00041999112739421674,-0.018108791047001808,-0.013035673970622046,0.0019801211935919533,0.008520160060759506,0.014600048210041324,0.0177993499664911,-0.0033210516642359013,-0.005742625064705872,0.0014155207017453823,0.9986401633891863,1.0034930300938825,31.511788469271863,0.985704181649042,4.004146598210942,1.0114313589425834,0.011623809006884303,0.0027901050184898804,-0.01619236119060231,0.9923583315934608,-0.0006795419837173068,-0.0009137559645332316,-0.0126625918080914,0.0048342934496011505,0.011634313353207954,0.0027293179224824487,-0.0035991021148377134,1.002404626969485,1.0078163044301136,1.0111136210421647,3.9819408570558257,0.9865278417126714,0.9915421925410746
