url,name,locality,website,star category,activities,tourist pitches,open (seasons 1),open (seasons 2),open (seasons 3),open (seasons 4),open (seasons 5),open (seasons 6),open (seasons 7),sport field,golf,tennis,indoor swimming pool,unheated pool,bathing facilities,baby pool,boat rental,bike rental,entertainment,playground,disco,wifi,lounge,info corner,easy access for disabled people,animals allowed,kitchen,BBQ area,restaurant,take away,shop with limited range,kiosk,shopping centre,shop with rich range,washing machine,laundry dryer / tumble dryer,hiking,lake with sandy beach,lake with stony beach,river,train station,bus,VSC membership,TCS membership,SCCV membership
https://camping.ch/de/campingplatz/freiburg-neuenburg-jura/les-paccots/le-bivouac?l=true,Le Bivouac,1619 Les Paccots (FR),,4,10,30,01.01.2024 − 31.12.2024,01.04.2024 − 30.09.2024,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
https://camping.ch/de/campingplatz/ostschweiz/flumserberg-grossberg/hoefli?l=true,Höfli,8896 Flumserberg-Grossberg (SG),,3,7,20,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0
https://camping.ch/de/campingplatz/berner-oberland/oberwil-im-simmental/camping-arnist?l=true,Camping Arnist,3765 Oberwil im Simmental (BE),,0,1,30,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
https://camping.ch/de/campingplatz/berner-mitelland/thoerishaus/camping-thoerishaus?l=true,Camping Thörishaus,3174 Thörishaus (BE),,3,2,60,01.04.2024 − 31.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
https://camping.ch/de/campingplatz/berner-oberland/stechelberg/breithorn?l=true,Breithorn,3824 Stechelberg (BE),www.campingbreithorn.ch,3,11,40,01.01.2024 − 31.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
https://camping.ch/de/campingplatz/berner-oberland/frutigen/frutigresort?l=true,Frutigresort,3714 Frutigen (BE),www.frutigresort.ch,4,5,75,Ganzjährig geöffnet: 01.01.2024 − 31.12.2024,,,,,,,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1
https://camping.ch/de/campingplatz/waadt-genfersee/noville/les-grangettes?l=true,Les Grangettes,1845 Noville (VD),www.treyvaud.ch/de_DE/camping-les-grangettes,4,11,70,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
https://camping.ch/de/campingplatz/tessin/blenio-acquacalda-/centro-pro-natura-lucomagno?l=true,Centro Pro Natura Lucomagno,6718 Blenio (Acquacalda) (TI),,0,1,15,01.05.2024 − 01.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
https://camping.ch/de/campingplatz/graubuenden/sumvitg/garvera?l=true,Garvera,7175 Sumvitg (GR),,2,2,20,01.05.2024 − 15.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
https://camping.ch/de/campingplatz/freiburg-neuenburg-jura/saignel-gier/camping-communal?l=true,Camping Saignelégier,2350 Saignelégier (JU),,1,2,100,01.05.2024 − 31.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0
https://camping.ch/de/campingplatz/waadt-genfersee/ormont_dessous/cuizon?l=true,Le Cuizon,1862 Ormont_Dessous (VD),,0,3,40,01.06.2024 − 15.10.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
https://camping.ch/de/campingplatz/nordwestschweiz/hochwald/uf-dr-Holle?l=true,Camping uf dr Holle,4146 Hochwald (SO),,0,11,10,01.01.2024 − 31.12.2024,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
https://camping.ch/de/campingplatz/berner-oberland/ringgenberg/au-lac?l=true,Au Lac,3852 Ringgenberg (BE),,3,11,70,09.04.2024 − 01.11.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
https://camping.ch/de/campingplatz/tessin/acquarossa/acquarossa?l=true,Acquarossa,6716 Acquarossa (TI),,2,1,90,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
https://camping.ch/de/campingplatz/berner-oberland/lenk-im-simmental/camping-hasenweide?l=true,Camping Hasenweide,3775 Lenk im Simmental (BE),,3,6,30,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0
https://camping.ch/de/campingplatz/freiburg-neuenburg-jura/mont-cu/le-mont?l=true,Le Mont,1729 Montécu (FR),,2,10,30,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0
https://camping.ch/de/campingplatz/berner-mitelland/sutz-lattrigen/camping-sutz-am-bielersee?l=true,Hotel Camping Sutz,2572 Sutz-Lattrigen (BE),www.hotel-camping-sutz.ch,4,7,35,Hauptsaison: 01.04.2024 − 31.10.2024,Wintersaison: 01.11.2024 − 31.03.2025,,,,,,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
https://camping.ch/de/campingplatz/graubuenden/davos-glaris/camping-rinerlodge?l=true,Camping Rinerlodge,7277 Davos Glaris (GR),,0,11,84,01.01.2024 − 31.12.2024,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0
